1) a = -9 | b = -9 | c = 0
17499) a = 0 | b = -2.9 | c = 1.7

17500) a = 0 | b = -2.9 | c = 1.8

17501) a = 0 | b = -2.9 | c = 1.9

17502) a = 0 | b = -2.9 | c = 2

17503) a = 0 | b = -2.9 | c = 2.1

17504) a = 0 | b = -2.9 | c = 2.2

17505) a = 0 | b = -2.9 | c = 2.3

17506) a = 0 | b = -2.9 | c = 2.4

17507) a = 0 | b = -2.9 | c = 2.5

17508) a = 0 | b = -2.9 | c = 2.6

17509) a = 0 | b = -2.9 | c = 2.7

17510) a = 0 | b = -2.9 | c = 2.8

17511) a = 0 | b = -2.9 | c = 2.9

17512) a = 0 | b = -2.9 | c = 3

17513) a = 0 | b = -2.9 | c = 3.1

17514) a = 0 | b = -2.9 | c = 3.2

17515) a = 0 | b = -2.9 | c = 3.3

17516) a = 0 | b = -2.9 | c = 3.4

17517) a = 0 | b = -2.9 | c = 3.5

17518) a = 0 | b = -2.9 | c = 3.6

17519) a = 0 | b = -2.9 | c = 3.7

17520) a = 0 | b = -2.9 | c = 3.8

17521) a = 0 | b = -2.9 | c = 3.9

17522) a = 0 | b = -2.9 | c = 4

17523) a = 0 | b = -2.9 | c = 4.1

17524) a = 0 | b = -2.9 | c = 4.2

17525) a = 0 | b = -2.9 | c = 4.3

17526) a = 0 | b = -2.9 | c = 4.4

17527) a = 0 | b = -2.9 | c = 4.5

17528) a = 0 | b = -2.9 | c = 4.6

17529) a = 0 | b = -2.9 | c = 4.7

17530) a = 0 | b = -2.9 | c = 4.8

17531) a = 0 | b = -2.9 | c = 4.9

17532) a = 0 | b = -2.9 | c = 5

17533) a = 0 | b = -2.9 | c = 5.1

17534) a = 0 | b = -2.9 | c = 5.2

17535) a = 0 | b = -2.9 | c = 5.3

17536) a = 0 | b = -2.9 | c = 5.4

17537) a = 0 | b = -2.9 | c = 5.5

17538) a = 0 | b = -2.9 | c = 5.6

17539) a = 0 | b = -2.9 | c = 5.7

17540) a = 0 | b = -2.9 | c = 5.8

17541) a = 0 | b = -2.9 | c = 5.9

17542) a = 0 | b = -2.9 | c = 6

17543) a = 0 | b = -2.9 | c = 6.1

17544) a = 0 | b = -2.9 | c = 6.2

17545) a = 0 | b = -2.9 | c = 6.3

17546) a = 0 | b = -2.9 | c = 6.4

17547) a = 0 | b = -2.9 | c = 6.5

17548) a = 0 | b = -2.9 | c = 6.6

17549) a = 0 | b = -2.9 | c = 6.7

17550) a = 0 | b = -2.9 | c = 6.8

17551) a = 0 | b = -2.9 | c = 6.9

17552) a = 0 | b = -2.9 | c = 7

17553) a = 0 | b = -2.9 | c = 7.1

17554) a = 0 | b = -2.9 | c = 7.2

17555) a = 0 | b = -2.9 | c = 7.3

17556) a = 0 | b = -2.9 | c = 7.4

17557) a = 0 | b = -2.9 | c = 7.5

17558) a = 0 | b = -2.9 | c = 7.6

17559) a = 0 | b = -2.9 | c = 7.7

17560) a = 0 | b = -2.9 | c = 7.8

17561) a = 0 | b = -2.9 | c = 7.9

17562) a = 0 | b = -2.9 | c = 8

17563) a = 0 | b = -2.9 | c = 8.1

17564) a = 0 | b = -2.9 | c = 8.2

17565) a = 0 | b = -2.9 | c = 8.3

17566) a = 0 | b = -2.9 | c = 8.4

17567) a = 0 | b = -2.9 | c = 8.5

17568) a = 0 | b = -2.9 | c = 8.6

17569) a = 0 | b = -2.9 | c = 8.7

17570) a = 0 | b = -2.9 | c = 8.8

17571) a = 0 | b = -2.9 | c = 8.9

17572) a = 0 | b = -2.9 | c = 9

17573) a = 0 | b = -2.8 | c = -9

17574) a = 0 | b = -2.8 | c = -8.9

17575) a = 0 | b = -2.8 | c = -8.8

17576) a = 0 | b = -2.8 | c = -8.7

17577) a = 0 | b = -2.8 | c = -8.6

17578) a = 0 | b = -2.8 | c = -8.5

17579) a = 0 | b = -2.8 | c = -8.4

17580) a = 0 | b = -2.8 | c = -8.3

17581) a = 0 | b = -2.8 | c = -8.2

17582) a = 0 | b = -2.8 | c = -8.1

17583) a = 0 | b = -2.8 | c = -8

17584) a = 0 | b = -2.8 | c = -7.9

17585) a = 0 | b = -2.8 | c = -7.8

17586) a = 0 | b = -2.8 | c = -7.7

17587) a = 0 | b = -2.8 | c = -7.6

17588) a = 0 | b = -2.8 | c = -7.5

17589) a = 0 | b = -2.8 | c = -7.4

17590) a = 0 | b = -2.8 | c = -7.3

17591) a = 0 | b = -2.8 | c = -7.2

17592) a = 0 | b = -2.8 | c = -7.1

17593) a = 0 | b = -2.8 | c = -7

17594) a = 0 | b = -2.8 | c = -6.9

17595) a = 0 | b = -2.8 | c = -6.8

17596) a = 0 | b = -2.8 | c = -6.7

17597) a = 0 | b = -2.8 | c = -6.6

17598) a = 0 | b = -2.8 | c = -6.5

17599) a = 0 | b = -2.8 | c = -6.4

17600) a = 0 | b = -2.8 | c = -6.3

17601) a = 0 | b = -2.8 | c = -6.2

17602) a = 0 | b = -2.8 | c = -6.1

17603) a = 0 | b = -2.8 | c = -6

17604) a = 0 | b = -2.8 | c = -5.9

17605) a = 0 | b = -2.8 | c = -5.8

17606) a = 0 | b = -2.8 | c = -5.7

17607) a = 0 | b = -2.8 | c = -5.6

17608) a = 0 | b = -2.8 | c = -5.5

17609) a = 0 | b = -2.8 | c = -5.4

17610) a = 0 | b = -2.8 | c = -5.3

17611) a = 0 | b = -2.8 | c = -5.2

17612) a = 0 | b = -2.8 | c = -5.1

17613) a = 0 | b = -2.8 | c = -5

17614) a = 0 | b = -2.8 | c = -4.9

17615) a = 0 | b = -2.8 | c = -4.8

17616) a = 0 | b = -2.8 | c = -4.7

17617) a = 0 | b = -2.8 | c = -4.6

17618) a = 0 | b = -2.8 | c = -4.5

17619) a = 0 | b = -2.8 | c = -4.4

17620) a = 0 | b = -2.8 | c = -4.3

17621) a = 0 | b = -2.8 | c = -4.2

17622) a = 0 | b = -2.8 | c = -4.1

17623) a = 0 | b = -2.8 | c = -4

17624) a = 0 | b = -2.8 | c = -3.9

17625) a = 0 | b = -2.8 | c = -3.8

17626) a = 0 | b = -2.8 | c = -3.7

17627) a = 0 | b = -2.8 | c = -3.6

17628) a = 0 | b = -2.8 | c = -3.5

17629) a = 0 | b = -2.8 | c = -3.4

17630) a = 0 | b = -2.8 | c = -3.3

17631) a = 0 | b = -2.8 | c = -3.2

17632) a = 0 | b = -2.8 | c = -3.1

17633) a = 0 | b = -2.8 | c = -3

17634) a = 0 | b = -2.8 | c = -2.9

17635) a = 0 | b = -2.8 | c = -2.8

17636) a = 0 | b = -2.8 | c = -2.7

17637) a = 0 | b = -2.8 | c = -2.6

17638) a = 0 | b = -2.8 | c = -2.5

17639) a = 0 | b = -2.8 | c = -2.4

17640) a = 0 | b = -2.8 | c = -2.3

17641) a = 0 | b = -2.8 | c = -2.2

17642) a = 0 | b = -2.8 | c = -2.1

17643) a = 0 | b = -2.8 | c = -2

17644) a = 0 | b = -2.8 | c = -1.9

17645) a = 0 | b = -2.8 | c = -1.8

17646) a = 0 | b = -2.8 | c = -1.7

17647) a = 0 | b = -2.8 | c = -1.6

17648) a = 0 | b = -2.8 | c = -1.5

17649) a = 0 | b = -2.8 | c = -1.4

17650) a = 0 | b = -2.8 | c = -1.3

17651) a = 0 | b = -2.8 | c = -1.2

17652) a = 0 | b = -2.8 | c = -1.1

17653) a = 0 | b = -2.8 | c = -1

17654) a = 0 | b = -2.8 | c = -0.9

17655) a = 0 | b = -2.8 | c = -0.8

17656) a = 0 | b = -2.8 | c = -0.7

17657) a = 0 | b = -2.8 | c = -0.6

17658) a = 0 | b = -2.8 | c = -0.5

17659) a = 0 | b = -2.8 | c = -0.4

17660) a = 0 | b = -2.8 | c = -0.3

17661) a = 0 | b = -2.8 | c = -0.2

17662) a = 0 | b = -2.8 | c = -0.1

17663) a = 0 | b = -2.8 | c = 0

17664) a = 0 | b = -2.8 | c = 0.1

17665) a = 0 | b = -2.8 | c = 0.2

17666) a = 0 | b = -2.8 | c = 0.3

17667) a = 0 | b = -2.8 | c = 0.4

17668) a = 0 | b = -2.8 | c = 0.5

17669) a = 0 | b = -2.8 | c = 0.6

17670) a = 0 | b = -2.8 | c = 0.7

17671) a = 0 | b = -2.8 | c = 0.8

17672) a = 0 | b = -2.8 | c = 0.9

17673) a = 0 | b = -2.8 | c = 1

17674) a = 0 | b = -2.8 | c = 1.1

17675) a = 0 | b = -2.8 | c = 1.2

17676) a = 0 | b = -2.8 | c = 1.3

17677) a = 0 | b = -2.8 | c = 1.4

17678) a = 0 | b = -2.8 | c = 1.5

17679) a = 0 | b = -2.8 | c = 1.6

17680) a = 0 | b = -2.8 | c = 1.7

17681) a = 0 | b = -2.8 | c = 1.8

17682) a = 0 | b = -2.8 | c = 1.9

17683) a = 0 | b = -2.8 | c = 2

17684) a = 0 | b = -2.8 | c = 2.1

17685) a = 0 | b = -2.8 | c = 2.2

17686) a = 0 | b = -2.8 | c = 2.3

17687) a = 0 | b = -2.8 | c = 2.4

17688) a = 0 | b = -2.8 | c = 2.5

17689) a = 0 | b = -2.8 | c = 2.6

17690) a = 0 | b = -2.8 | c = 2.7

17691) a = 0 | b = -2.8 | c = 2.8

17692) a = 0 | b = -2.8 | c = 2.9

17693) a = 0 | b = -2.8 | c = 3

17694) a = 0 | b = -2.8 | c = 3.1

17695) a = 0 | b = -2.8 | c = 3.2

17696) a = 0 | b = -2.8 | c = 3.3

17697) a = 0 | b = -2.8 | c = 3.4

17698) a = 0 | b = -2.8 | c = 3.5

17699) a = 0 | b = -2.8 | c = 3.6

17700) a = 0 | b = -2.8 | c = 3.7

17701) a = 0 | b = -2.8 | c = 3.8

17702) a = 0 | b = -2.8 | c = 3.9

17703) a = 0 | b = -2.8 | c = 4

17704) a = 0 | b = -2.8 | c = 4.1

17705) a = 0 | b = -2.8 | c = 4.2

17706) a = 0 | b = -2.8 | c = 4.3

17707) a = 0 | b = -2.8 | c = 4.4

17708) a = 0 | b = -2.8 | c = 4.5

17709) a = 0 | b = -2.8 | c = 4.6

17710) a = 0 | b = -2.8 | c = 4.7

17711) a = 0 | b = -2.8 | c = 4.8

17712) a = 0 | b = -2.8 | c = 4.9

17713) a = 0 | b = -2.8 | c = 5

17714) a = 0 | b = -2.8 | c = 5.1

17715) a = 0 | b = -2.8 | c = 5.2

17716) a = 0 | b = -2.8 | c = 5.3

17717) a = 0 | b = -2.8 | c = 5.4

17718) a = 0 | b = -2.8 | c = 5.5

17719) a = 0 | b = -2.8 | c = 5.6

17720) a = 0 | b = -2.8 | c = 5.7

17721) a = 0 | b = -2.8 | c = 5.8

17722) a = 0 | b = -2.8 | c = 5.9

17723) a = 0 | b = -2.8 | c = 6

17724) a = 0 | b = -2.8 | c = 6.1

17725) a = 0 | b = -2.8 | c = 6.2

17726) a = 0 | b = -2.8 | c = 6.3

17727) a = 0 | b = -2.8 | c = 6.4

17728) a = 0 | b = -2.8 | c = 6.5

17729) a = 0 | b = -2.8 | c = 6.6

17730) a = 0 | b = -2.8 | c = 6.7

17731) a = 0 | b = -2.8 | c = 6.8

17732) a = 0 | b = -2.8 | c = 6.9

17733) a = 0 | b = -2.8 | c = 7

17734) a = 0 | b = -2.8 | c = 7.1

17735) a = 0 | b = -2.8 | c = 7.2

17736) a = 0 | b = -2.8 | c = 7.3

17737) a = 0 | b = -2.8 | c = 7.4

17738) a = 0 | b = -2.8 | c = 7.5

17739) a = 0 | b = -2.8 | c = 7.6

17740) a = 0 | b = -2.8 | c = 7.7

17741) a = 0 | b = -2.8 | c = 7.8

17742) a = 0 | b = -2.8 | c = 7.9

17743) a = 0 | b = -2.8 | c = 8

17744) a = 0 | b = -2.8 | c = 8.1

17745) a = 0 | b = -2.8 | c = 8.2

17746) a = 0 | b = -2.8 | c = 8.3

17747) a = 0 | b = -2.8 | c = 8.4

17748) a = 0 | b = -2.8 | c = 8.5

17749) a = 0 | b = -2.8 | c = 8.6

17750) a = 0 | b = -2.8 | c = 8.7

17751) a = 0 | b = -2.8 | c = 8.8

17752) a = 0 | b = -2.8 | c = 8.9

17753) a = 0 | b = -2.8 | c = 9

17754) a = 0 | b = -2.7 | c = -9

17755) a = 0 | b = -2.7 | c = -8.9

17756) a = 0 | b = -2.7 | c = -8.8

17757) a = 0 | b = -2.7 | c = -8.7

17758) a = 0 | b = -2.7 | c = -8.6

17759) a = 0 | b = -2.7 | c = -8.5

17760) a = 0 | b = -2.7 | c = -8.4

17761) a = 0 | b = -2.7 | c = -8.3

17762) a = 0 | b = -2.7 | c = -8.2

17763) a = 0 | b = -2.7 | c = -8.1

17764) a = 0 | b = -2.7 | c = -8

17765) a = 0 | b = -2.7 | c = -7.9

17766) a = 0 | b = -2.7 | c = -7.8

17767) a = 0 | b = -2.7 | c = -7.7

17768) a = 0 | b = -2.7 | c = -7.6

17769) a = 0 | b = -2.7 | c = -7.5

17770) a = 0 | b = -2.7 | c = -7.4

17771) a = 0 | b = -2.7 | c = -7.3

17772) a = 0 | b = -2.7 | c = -7.2

17773) a = 0 | b = -2.7 | c = -7.1

17774) a = 0 | b = -2.7 | c = -7

17775) a = 0 | b = -2.7 | c = -6.9

17776) a = 0 | b = -2.7 | c = -6.8

17777) a = 0 | b = -2.7 | c = -6.7

17778) a = 0 | b = -2.7 | c = -6.6

17779) a = 0 | b = -2.7 | c = -6.5

17780) a = 0 | b = -2.7 | c = -6.4

17781) a = 0 | b = -2.7 | c = -6.3

17782) a = 0 | b = -2.7 | c = -6.2

17783) a = 0 | b = -2.7 | c = -6.1

17784) a = 0 | b = -2.7 | c = -6

17785) a = 0 | b = -2.7 | c = -5.9

17786) a = 0 | b = -2.7 | c = -5.8

17787) a = 0 | b = -2.7 | c = -5.7

17788) a = 0 | b = -2.7 | c = -5.6

17789) a = 0 | b = -2.7 | c = -5.5

17790) a = 0 | b = -2.7 | c = -5.4

17791) a = 0 | b = -2.7 | c = -5.3

17792) a = 0 | b = -2.7 | c = -5.2

17793) a = 0 | b = -2.7 | c = -5.1

17794) a = 0 | b = -2.7 | c = -5

17795) a = 0 | b = -2.7 | c = -4.9

17796) a = 0 | b = -2.7 | c = -4.8

17797) a = 0 | b = -2.7 | c = -4.7

17798) a = 0 | b = -2.7 | c = -4.6

17799) a = 0 | b = -2.7 | c = -4.5

17800) a = 0 | b = -2.7 | c = -4.4

17801) a = 0 | b = -2.7 | c = -4.3

17802) a = 0 | b = -2.7 | c = -4.2

17803) a = 0 | b = -2.7 | c = -4.1

17804) a = 0 | b = -2.7 | c = -4

17805) a = 0 | b = -2.7 | c = -3.9

17806) a = 0 | b = -2.7 | c = -3.8

17807) a = 0 | b = -2.7 | c = -3.7

17808) a = 0 | b = -2.7 | c = -3.6

17809) a = 0 | b = -2.7 | c = -3.5

17810) a = 0 | b = -2.7 | c = -3.4

17811) a = 0 | b = -2.7 | c = -3.3

17812) a = 0 | b = -2.7 | c = -3.2

17813) a = 0 | b = -2.7 | c = -3.1

17814) a = 0 | b = -2.7 | c = -3

17815) a = 0 | b = -2.7 | c = -2.9

17816) a = 0 | b = -2.7 | c = -2.8

17817) a = 0 | b = -2.7 | c = -2.7

17818) a = 0 | b = -2.7 | c = -2.6

17819) a = 0 | b = -2.7 | c = -2.5

17820) a = 0 | b = -2.7 | c = -2.4

17821) a = 0 | b = -2.7 | c = -2.3

17822) a = 0 | b = -2.7 | c = -2.2

17823) a = 0 | b = -2.7 | c = -2.1

17824) a = 0 | b = -2.7 | c = -2

17825) a = 0 | b = -2.7 | c = -1.9

17826) a = 0 | b = -2.7 | c = -1.8

17827) a = 0 | b = -2.7 | c = -1.7

17828) a = 0 | b = -2.7 | c = -1.6

17829) a = 0 | b = -2.7 | c = -1.5

17830) a = 0 | b = -2.7 | c = -1.4

17831) a = 0 | b = -2.7 | c = -1.3

17832) a = 0 | b = -2.7 | c = -1.2

17833) a = 0 | b = -2.7 | c = -1.1

17834) a = 0 | b = -2.7 | c = -1

17835) a = 0 | b = -2.7 | c = -0.9

17836) a = 0 | b = -2.7 | c = -0.8

17837) a = 0 | b = -2.7 | c = -0.7

17838) a = 0 | b = -2.7 | c = -0.6

17839) a = 0 | b = -2.7 | c = -0.5

17840) a = 0 | b = -2.7 | c = -0.4

17841) a = 0 | b = -2.7 | c = -0.3

17842) a = 0 | b = -2.7 | c = -0.2

17843) a = 0 | b = -2.7 | c = -0.1

17844) a = 0 | b = -2.7 | c = 0

17845) a = 0 | b = -2.7 | c = 0.1

17846) a = 0 | b = -2.7 | c = 0.2

17847) a = 0 | b = -2.7 | c = 0.3

17848) a = 0 | b = -2.7 | c = 0.4

17849) a = 0 | b = -2.7 | c = 0.5

17850) a = 0 | b = -2.7 | c = 0.6

17851) a = 0 | b = -2.7 | c = 0.7

17852) a = 0 | b = -2.7 | c = 0.8

17853) a = 0 | b = -2.7 | c = 0.9

17854) a = 0 | b = -2.7 | c = 1

17855) a = 0 | b = -2.7 | c = 1.1

17856) a = 0 | b = -2.7 | c = 1.2

17857) a = 0 | b = -2.7 | c = 1.3

17858) a = 0 | b = -2.7 | c = 1.4

17859) a = 0 | b = -2.7 | c = 1.5

17860) a = 0 | b = -2.7 | c = 1.6

17861) a = 0 | b = -2.7 | c = 1.7

17862) a = 0 | b = -2.7 | c = 1.8

17863) a = 0 | b = -2.7 | c = 1.9

17864) a = 0 | b = -2.7 | c = 2

17865) a = 0 | b = -2.7 | c = 2.1

17866) a = 0 | b = -2.7 | c = 2.2

17867) a = 0 | b = -2.7 | c = 2.3

17868) a = 0 | b = -2.7 | c = 2.4

17869) a = 0 | b = -2.7 | c = 2.5

17870) a = 0 | b = -2.7 | c = 2.6

17871) a = 0 | b = -2.7 | c = 2.7

17872) a = 0 | b = -2.7 | c = 2.8

17873) a = 0 | b = -2.7 | c = 2.9

17874) a = 0 | b = -2.7 | c = 3

17875) a = 0 | b = -2.7 | c = 3.1

17876) a = 0 | b = -2.7 | c = 3.2

17877) a = 0 | b = -2.7 | c = 3.3

17878) a = 0 | b = -2.7 | c = 3.4

17879) a = 0 | b = -2.7 | c = 3.5

17880) a = 0 | b = -2.7 | c = 3.6

17881) a = 0 | b = -2.7 | c = 3.7

17882) a = 0 | b = -2.7 | c = 3.8

17883) a = 0 | b = -2.7 | c = 3.9

17884) a = 0 | b = -2.7 | c = 4

17885) a = 0 | b = -2.7 | c = 4.1

17886) a = 0 | b = -2.7 | c = 4.2

17887) a = 0 | b = -2.7 | c = 4.3

17888) a = 0 | b = -2.7 | c = 4.4

17889) a = 0 | b = -2.7 | c = 4.5

17890) a = 0 | b = -2.7 | c = 4.6

17891) a = 0 | b = -2.7 | c = 4.7

17892) a = 0 | b = -2.7 | c = 4.8

17893) a = 0 | b = -2.7 | c = 4.9

17894) a = 0 | b = -2.7 | c = 5

17895) a = 0 | b = -2.7 | c = 5.1

17896) a = 0 | b = -2.7 | c = 5.2

17897) a = 0 | b = -2.7 | c = 5.3

17898) a = 0 | b = -2.7 | c = 5.4

17899) a = 0 | b = -2.7 | c = 5.5

17900) a = 0 | b = -2.7 | c = 5.6

17901) a = 0 | b = -2.7 | c = 5.7

17902) a = 0 | b = -2.7 | c = 5.8

17903) a = 0 | b = -2.7 | c = 5.9

17904) a = 0 | b = -2.7 | c = 6

17905) a = 0 | b = -2.7 | c = 6.1

17906) a = 0 | b = -2.7 | c = 6.2

17907) a = 0 | b = -2.7 | c = 6.3

17908) a = 0 | b = -2.7 | c = 6.4

17909) a = 0 | b = -2.7 | c = 6.5

17910) a = 0 | b = -2.7 | c = 6.6

17911) a = 0 | b = -2.7 | c = 6.7

17912) a = 0 | b = -2.7 | c = 6.8

17913) a = 0 | b = -2.7 | c = 6.9

17914) a = 0 | b = -2.7 | c = 7

17915) a = 0 | b = -2.7 | c = 7.1

17916) a = 0 | b = -2.7 | c = 7.2

17917) a = 0 | b = -2.7 | c = 7.3

17918) a = 0 | b = -2.7 | c = 7.4

17919) a = 0 | b = -2.7 | c = 7.5

17920) a = 0 | b = -2.7 | c = 7.6

17921) a = 0 | b = -2.7 | c = 7.7

17922) a = 0 | b = -2.7 | c = 7.8

17923) a = 0 | b = -2.7 | c = 7.9

17924) a = 0 | b = -2.7 | c = 8

17925) a = 0 | b = -2.7 | c = 8.1

17926) a = 0 | b = -2.7 | c = 8.2

17927) a = 0 | b = -2.7 | c = 8.3

17928) a = 0 | b = -2.7 | c = 8.4

17929) a = 0 | b = -2.7 | c = 8.5

17930) a = 0 | b = -2.7 | c = 8.6

17931) a = 0 | b = -2.7 | c = 8.7

17932) a = 0 | b = -2.7 | c = 8.8

17933) a = 0 | b = -2.7 | c = 8.9

17934) a = 0 | b = -2.7 | c = 9

17935) a = 0 | b = -2.6 | c = -9

17936) a = 0 | b = -2.6 | c = -8.9

17937) a = 0 | b = -2.6 | c = -8.8

17938) a = 0 | b = -2.6 | c = -8.7

17939) a = 0 | b = -2.6 | c = -8.6

17940) a = 0 | b = -2.6 | c = -8.5

17941) a = 0 | b = -2.6 | c = -8.4

17942) a = 0 | b = -2.6 | c = -8.3

17943) a = 0 | b = -2.6 | c = -8.2

17944) a = 0 | b = -2.6 | c = -8.1

17945) a = 0 | b = -2.6 | c = -8

17946) a = 0 | b = -2.6 | c = -7.9

17947) a = 0 | b = -2.6 | c = -7.8

17948) a = 0 | b = -2.6 | c = -7.7

17949) a = 0 | b = -2.6 | c = -7.6

17950) a = 0 | b = -2.6 | c = -7.5

17951) a = 0 | b = -2.6 | c = -7.4

17952) a = 0 | b = -2.6 | c = -7.3

17953) a = 0 | b = -2.6 | c = -7.2

17954) a = 0 | b = -2.6 | c = -7.1

17955) a = 0 | b = -2.6 | c = -7

17956) a = 0 | b = -2.6 | c = -6.9

17957) a = 0 | b = -2.6 | c = -6.8

17958) a = 0 | b = -2.6 | c = -6.7

17959) a = 0 | b = -2.6 | c = -6.6

17960) a = 0 | b = -2.6 | c = -6.5

17961) a = 0 | b = -2.6 | c = -6.4

17962) a = 0 | b = -2.6 | c = -6.3

17963) a = 0 | b = -2.6 | c = -6.2

17964) a = 0 | b = -2.6 | c = -6.1

17965) a = 0 | b = -2.6 | c = -6

17966) a = 0 | b = -2.6 | c = -5.9

17967) a = 0 | b = -2.6 | c = -5.8

17968) a = 0 | b = -2.6 | c = -5.7

17969) a = 0 | b = -2.6 | c = -5.6

17970) a = 0 | b = -2.6 | c = -5.5

17971) a = 0 | b = -2.6 | c = -5.4

17972) a = 0 | b = -2.6 | c = -5.3

17973) a = 0 | b = -2.6 | c = -5.2

17974) a = 0 | b = -2.6 | c = -5.1

17975) a = 0 | b = -2.6 | c = -5

17976) a = 0 | b = -2.6 | c = -4.9

17977) a = 0 | b = -2.6 | c = -4.8

17978) a = 0 | b = -2.6 | c = -4.7

17979) a = 0 | b = -2.6 | c = -4.6

17980) a = 0 | b = -2.6 | c = -4.5

17981) a = 0 | b = -2.6 | c = -4.4

17982) a = 0 | b = -2.6 | c = -4.3

17983) a = 0 | b = -2.6 | c = -4.2

17984) a = 0 | b = -2.6 | c = -4.1

17985) a = 0 | b = -2.6 | c = -4

17986) a = 0 | b = -2.6 | c = -3.9

17987) a = 0 | b = -2.6 | c = -3.8

17988) a = 0 | b = -2.6 | c = -3.7

17989) a = 0 | b = -2.6 | c = -3.6

17990) a = 0 | b = -2.6 | c = -3.5

17991) a = 0 | b = -2.6 | c = -3.4

17992) a = 0 | b = -2.6 | c = -3.3

17993) a = 0 | b = -2.6 | c = -3.2

17994) a = 0 | b = -2.6 | c = -3.1

17995) a = 0 | b = -2.6 | c = -3

17996) a = 0 | b = -2.6 | c = -2.9

17997) a = 0 | b = -2.6 | c = -2.8

17998) a = 0 | b = -2.6 | c = -2.7

17999) a = 0 | b = -2.6 | c = -2.6

18000) a = 0 | b = -2.6 | c = -2.5

18001) a = 0 | b = -2.6 | c = -2.4

18002) a = 0 | b = -2.6 | c = -2.3

18003) a = 0 | b = -2.6 | c = -2.2

18004) a = 0 | b = -2.6 | c = -2.1

18005) a = 0 | b = -2.6 | c = -2

18006) a = 0 | b = -2.6 | c = -1.9

18007) a = 0 | b = -2.6 | c = -1.8

18008) a = 0 | b = -2.6 | c = -1.7

18009) a = 0 | b = -2.6 | c = -1.6

18010) a = 0 | b = -2.6 | c = -1.5

18011) a = 0 | b = -2.6 | c = -1.4

18012) a = 0 | b = -2.6 | c = -1.3

18013) a = 0 | b = -2.6 | c = -1.2

18014) a = 0 | b = -2.6 | c = -1.1

18015) a = 0 | b = -2.6 | c = -1

18016) a = 0 | b = -2.6 | c = -0.9

18017) a = 0 | b = -2.6 | c = -0.8

18018) a = 0 | b = -2.6 | c = -0.7

18019) a = 0 | b = -2.6 | c = -0.6

18020) a = 0 | b = -2.6 | c = -0.5

18021) a = 0 | b = -2.6 | c = -0.4

18022) a = 0 | b = -2.6 | c = -0.3

18023) a = 0 | b = -2.6 | c = -0.2

18024) a = 0 | b = -2.6 | c = -0.1

18025) a = 0 | b = -2.6 | c = 0

18026) a = 0 | b = -2.6 | c = 0.1

18027) a = 0 | b = -2.6 | c = 0.2

18028) a = 0 | b = -2.6 | c = 0.3

18029) a = 0 | b = -2.6 | c = 0.4

18030) a = 0 | b = -2.6 | c = 0.5

18031) a = 0 | b = -2.6 | c = 0.6

18032) a = 0 | b = -2.6 | c = 0.7

18033) a = 0 | b = -2.6 | c = 0.8

18034) a = 0 | b = -2.6 | c = 0.9

18035) a = 0 | b = -2.6 | c = 1

18036) a = 0 | b = -2.6 | c = 1.1

18037) a = 0 | b = -2.6 | c = 1.2

18038) a = 0 | b = -2.6 | c = 1.3

18039) a = 0 | b = -2.6 | c = 1.4

18040) a = 0 | b = -2.6 | c = 1.5

18041) a = 0 | b = -2.6 | c = 1.6

18042) a = 0 | b = -2.6 | c = 1.7

18043) a = 0 | b = -2.6 | c = 1.8

18044) a = 0 | b = -2.6 | c = 1.9

18045) a = 0 | b = -2.6 | c = 2

18046) a = 0 | b = -2.6 | c = 2.1

18047) a = 0 | b = -2.6 | c = 2.2

18048) a = 0 | b = -2.6 | c = 2.3

18049) a = 0 | b = -2.6 | c = 2.4

18050) a = 0 | b = -2.6 | c = 2.5

18051) a = 0 | b = -2.6 | c = 2.6

18052) a = 0 | b = -2.6 | c = 2.7

18053) a = 0 | b = -2.6 | c = 2.8

18054) a = 0 | b = -2.6 | c = 2.9

18055) a = 0 | b = -2.6 | c = 3

18056) a = 0 | b = -2.6 | c = 3.1

18057) a = 0 | b = -2.6 | c = 3.2

18058) a = 0 | b = -2.6 | c = 3.3

18059) a = 0 | b = -2.6 | c = 3.4

18060) a = 0 | b = -2.6 | c = 3.5

18061) a = 0 | b = -2.6 | c = 3.6

18062) a = 0 | b = -2.6 | c = 3.7
