1) d = 81 | x1 = -1.0 | x2 = 0
29623) d = 14.44 | x1 = 0 | x2 = 0

29624) d = 14.44 | x1 = 0 | x2 = 0

29625) d = 14.44 | x1 = 0 | x2 = 0

29626) d = 14.44 | x1 = 0 | x2 = 0

29627) d = 14.44 | x1 = 0 | x2 = 0

29628) d = 14.44 | x1 = 0 | x2 = 0

29629) d = 14.44 | x1 = 0 | x2 = 0

29630) d = 14.44 | x1 = 0 | x2 = 0

29631) d = 14.44 | x1 = 0 | x2 = 0

29632) d = 14.44 | x1 = 0 | x2 = 0

29633) d = 14.44 | x1 = 0 | x2 = 0

29634) d = 14.44 | x1 = 0 | x2 = 0

29635) d = 14.44 | x1 = 0 | x2 = 0

29636) d = 14.44 | x1 = 0 | x2 = 0

29637) d = 14.44 | x1 = 0 | x2 = 0

29638) d = 14.44 | x1 = 0 | x2 = 0

29639) d = 14.44 | x1 = 0 | x2 = 0

29640) d = 14.44 | x1 = 0 | x2 = 0

29641) d = 14.44 | x1 = 0 | x2 = 0

29642) d = 14.44 | x1 = 0 | x2 = 0

29643) d = 14.44 | x1 = 0 | x2 = 0

29644) d = 14.44 | x1 = 0 | x2 = 0

29645) d = 14.44 | x1 = 0 | x2 = 0

29646) d = 14.44 | x1 = 0 | x2 = 0

29647) d = 14.44 | x1 = 0 | x2 = 0

29648) d = 14.44 | x1 = 0 | x2 = 0

29649) d = 14.44 | x1 = 0 | x2 = 0

29650) d = 14.44 | x1 = 0 | x2 = 0

29651) d = 14.44 | x1 = 0 | x2 = 0

29652) d = 14.44 | x1 = 0 | x2 = 0

29653) d = 14.44 | x1 = 0 | x2 = 0

29654) d = 14.44 | x1 = 0 | x2 = 0

29655) d = 14.44 | x1 = 0 | x2 = 0

29656) d = 14.44 | x1 = 0 | x2 = 0

29657) d = 14.44 | x1 = 0 | x2 = 0

29658) d = 14.44 | x1 = 0 | x2 = 0

29659) d = 14.44 | x1 = 0 | x2 = 0

29660) d = 14.44 | x1 = 0 | x2 = 0

29661) d = 14.44 | x1 = 0 | x2 = 0

29662) d = 14.44 | x1 = 0 | x2 = 0

29663) d = 14.44 | x1 = 0 | x2 = 0

29664) d = 14.44 | x1 = 0 | x2 = 0

29665) d = 14.44 | x1 = 0 | x2 = 0

29666) d = 14.44 | x1 = 0 | x2 = 0

29667) d = 14.44 | x1 = 0 | x2 = 0

29668) d = 14.44 | x1 = 0 | x2 = 0

29669) d = 14.44 | x1 = 0 | x2 = 0

29670) d = 14.44 | x1 = 0 | x2 = 0

29671) d = 14.44 | x1 = 0 | x2 = 0

29672) d = 14.44 | x1 = 0 | x2 = 0

29673) d = 14.44 | x1 = 0 | x2 = 0

29674) d = 14.44 | x1 = 0 | x2 = 0

29675) d = 14.44 | x1 = 0 | x2 = 0

29676) d = 14.44 | x1 = 0 | x2 = 0

29677) d = 14.44 | x1 = 0 | x2 = 0

29678) d = 14.44 | x1 = 0 | x2 = 0

29679) d = 14.44 | x1 = 0 | x2 = 0

29680) d = 14.44 | x1 = 0 | x2 = 0

29681) d = 14.44 | x1 = 0 | x2 = 0

29682) d = 14.44 | x1 = 0 | x2 = 0

29683) d = 14.44 | x1 = 0 | x2 = 0

29684) d = 14.44 | x1 = 0 | x2 = 0

29685) d = 14.44 | x1 = 0 | x2 = 0

29686) d = 14.44 | x1 = 0 | x2 = 0

29687) d = 14.44 | x1 = 0 | x2 = 0

29688) d = 14.44 | x1 = 0 | x2 = 0

29689) d = 14.44 | x1 = 0 | x2 = 0

29690) d = 14.44 | x1 = 0 | x2 = 0

29691) d = 14.44 | x1 = 0 | x2 = 0

29692) d = 14.44 | x1 = 0 | x2 = 0

29693) d = 14.44 | x1 = 0 | x2 = 0

29694) d = 14.44 | x1 = 0 | x2 = 0

29695) d = 14.44 | x1 = 0 | x2 = 0

29696) d = 14.44 | x1 = 0 | x2 = 0

29697) d = 14.44 | x1 = 0 | x2 = 0

29698) d = 14.44 | x1 = 0 | x2 = 0

29699) d = 14.44 | x1 = 0 | x2 = 0

29700) d = 15.21 | x1 = 0 | x2 = 0

29701) d = 15.21 | x1 = 0 | x2 = 0

29702) d = 15.21 | x1 = 0 | x2 = 0

29703) d = 15.21 | x1 = 0 | x2 = 0

29704) d = 15.21 | x1 = 0 | x2 = 0

29705) d = 15.21 | x1 = 0 | x2 = 0

29706) d = 15.21 | x1 = 0 | x2 = 0

29707) d = 15.21 | x1 = 0 | x2 = 0

29708) d = 15.21 | x1 = 0 | x2 = 0

29709) d = 15.21 | x1 = 0 | x2 = 0

29710) d = 15.21 | x1 = 0 | x2 = 0

29711) d = 15.21 | x1 = 0 | x2 = 0

29712) d = 15.21 | x1 = 0 | x2 = 0

29713) d = 15.21 | x1 = 0 | x2 = 0

29714) d = 15.21 | x1 = 0 | x2 = 0

29715) d = 15.21 | x1 = 0 | x2 = 0

29716) d = 15.21 | x1 = 0 | x2 = 0

29717) d = 15.21 | x1 = 0 | x2 = 0

29718) d = 15.21 | x1 = 0 | x2 = 0

29719) d = 15.21 | x1 = 0 | x2 = 0

29720) d = 15.21 | x1 = 0 | x2 = 0

29721) d = 15.21 | x1 = 0 | x2 = 0

29722) d = 15.21 | x1 = 0 | x2 = 0

29723) d = 15.21 | x1 = 0 | x2 = 0

29724) d = 15.21 | x1 = 0 | x2 = 0

29725) d = 15.21 | x1 = 0 | x2 = 0

29726) d = 15.21 | x1 = 0 | x2 = 0

29727) d = 15.21 | x1 = 0 | x2 = 0

29728) d = 15.21 | x1 = 0 | x2 = 0

29729) d = 15.21 | x1 = 0 | x2 = 0

29730) d = 15.21 | x1 = 0 | x2 = 0

29731) d = 15.21 | x1 = 0 | x2 = 0

29732) d = 15.21 | x1 = 0 | x2 = 0

29733) d = 15.21 | x1 = 0 | x2 = 0

29734) d = 15.21 | x1 = 0 | x2 = 0

29735) d = 15.21 | x1 = 0 | x2 = 0

29736) d = 15.21 | x1 = 0 | x2 = 0

29737) d = 15.21 | x1 = 0 | x2 = 0

29738) d = 15.21 | x1 = 0 | x2 = 0

29739) d = 15.21 | x1 = 0 | x2 = 0

29740) d = 15.21 | x1 = 0 | x2 = 0

29741) d = 15.21 | x1 = 0 | x2 = 0

29742) d = 15.21 | x1 = 0 | x2 = 0

29743) d = 15.21 | x1 = 0 | x2 = 0

29744) d = 15.21 | x1 = 0 | x2 = 0

29745) d = 15.21 | x1 = 0 | x2 = 0

29746) d = 15.21 | x1 = 0 | x2 = 0

29747) d = 15.21 | x1 = 0 | x2 = 0

29748) d = 15.21 | x1 = 0 | x2 = 0

29749) d = 15.21 | x1 = 0 | x2 = 0

29750) d = 15.21 | x1 = 0 | x2 = 0

29751) d = 15.21 | x1 = 0 | x2 = 0

29752) d = 15.21 | x1 = 0 | x2 = 0

29753) d = 15.21 | x1 = 0 | x2 = 0

29754) d = 15.21 | x1 = 0 | x2 = 0

29755) d = 15.21 | x1 = 0 | x2 = 0

29756) d = 15.21 | x1 = 0 | x2 = 0

29757) d = 15.21 | x1 = 0 | x2 = 0

29758) d = 15.21 | x1 = 0 | x2 = 0

29759) d = 15.21 | x1 = 0 | x2 = 0

29760) d = 15.21 | x1 = 0 | x2 = 0

29761) d = 15.21 | x1 = 0 | x2 = 0

29762) d = 15.21 | x1 = 0 | x2 = 0

29763) d = 15.21 | x1 = 0 | x2 = 0

29764) d = 15.21 | x1 = 0 | x2 = 0

29765) d = 15.21 | x1 = 0 | x2 = 0

29766) d = 15.21 | x1 = 0 | x2 = 0

29767) d = 15.21 | x1 = 0 | x2 = 0

29768) d = 15.21 | x1 = 0 | x2 = 0

29769) d = 15.21 | x1 = 0 | x2 = 0

29770) d = 15.21 | x1 = 0 | x2 = 0

29771) d = 15.21 | x1 = 0 | x2 = 0

29772) d = 15.21 | x1 = 0 | x2 = 0

29773) d = 15.21 | x1 = 0 | x2 = 0

29774) d = 15.21 | x1 = 0 | x2 = 0

29775) d = 15.21 | x1 = 0 | x2 = 0

29776) d = 15.21 | x1 = 0 | x2 = 0

29777) d = 15.21 | x1 = 0 | x2 = 0

29778) d = 15.21 | x1 = 0 | x2 = 0

29779) d = 15.21 | x1 = 0 | x2 = 0

29780) d = 15.21 | x1 = 0 | x2 = 0

29781) d = 15.21 | x1 = 0 | x2 = 0

29782) d = 15.21 | x1 = 0 | x2 = 0

29783) d = 15.21 | x1 = 0 | x2 = 0

29784) d = 15.21 | x1 = 0 | x2 = 0

29785) d = 15.21 | x1 = 0 | x2 = 0

29786) d = 15.21 | x1 = 0 | x2 = 0

29787) d = 15.21 | x1 = 0 | x2 = 0

29788) d = 15.21 | x1 = 0 | x2 = 0

29789) d = 15.21 | x1 = 0 | x2 = 0

29790) d = 15.21 | x1 = 0 | x2 = 0

29791) d = 15.21 | x1 = 0 | x2 = 0

29792) d = 15.21 | x1 = 0 | x2 = 0

29793) d = 15.21 | x1 = 0 | x2 = 0

29794) d = 15.21 | x1 = 0 | x2 = 0

29795) d = 15.21 | x1 = 0 | x2 = 0

29796) d = 15.21 | x1 = 0 | x2 = 0

29797) d = 15.21 | x1 = 0 | x2 = 0

29798) d = 15.21 | x1 = 0 | x2 = 0

29799) d = 15.21 | x1 = 0 | x2 = 0

29800) d = 15.21 | x1 = 0 | x2 = 0

29801) d = 15.21 | x1 = 0 | x2 = 0

29802) d = 15.21 | x1 = 0 | x2 = 0

29803) d = 15.21 | x1 = 0 | x2 = 0

29804) d = 15.21 | x1 = 0 | x2 = 0

29805) d = 15.21 | x1 = 0 | x2 = 0

29806) d = 15.21 | x1 = 0 | x2 = 0

29807) d = 15.21 | x1 = 0 | x2 = 0

29808) d = 15.21 | x1 = 0 | x2 = 0

29809) d = 15.21 | x1 = 0 | x2 = 0

29810) d = 15.21 | x1 = 0 | x2 = 0

29811) d = 15.21 | x1 = 0 | x2 = 0

29812) d = 15.21 | x1 = 0 | x2 = 0

29813) d = 15.21 | x1 = 0 | x2 = 0

29814) d = 15.21 | x1 = 0 | x2 = 0

29815) d = 15.21 | x1 = 0 | x2 = 0

29816) d = 15.21 | x1 = 0 | x2 = 0

29817) d = 15.21 | x1 = 0 | x2 = 0

29818) d = 15.21 | x1 = 0 | x2 = 0

29819) d = 15.21 | x1 = 0 | x2 = 0

29820) d = 15.21 | x1 = 0 | x2 = 0

29821) d = 15.21 | x1 = 0 | x2 = 0

29822) d = 15.21 | x1 = 0 | x2 = 0

29823) d = 15.21 | x1 = 0 | x2 = 0

29824) d = 15.21 | x1 = 0 | x2 = 0

29825) d = 15.21 | x1 = 0 | x2 = 0

29826) d = 15.21 | x1 = 0 | x2 = 0

29827) d = 15.21 | x1 = 0 | x2 = 0

29828) d = 15.21 | x1 = 0 | x2 = 0

29829) d = 15.21 | x1 = 0 | x2 = 0

29830) d = 15.21 | x1 = 0 | x2 = 0

29831) d = 15.21 | x1 = 0 | x2 = 0

29832) d = 15.21 | x1 = 0 | x2 = 0

29833) d = 15.21 | x1 = 0 | x2 = 0

29834) d = 15.21 | x1 = 0 | x2 = 0

29835) d = 15.21 | x1 = 0 | x2 = 0

29836) d = 15.21 | x1 = 0 | x2 = 0

29837) d = 15.21 | x1 = 0 | x2 = 0

29838) d = 15.21 | x1 = 0 | x2 = 0

29839) d = 15.21 | x1 = 0 | x2 = 0

29840) d = 15.21 | x1 = 0 | x2 = 0

29841) d = 15.21 | x1 = 0 | x2 = 0

29842) d = 15.21 | x1 = 0 | x2 = 0

29843) d = 15.21 | x1 = 0 | x2 = 0

29844) d = 15.21 | x1 = 0 | x2 = 0

29845) d = 15.21 | x1 = 0 | x2 = 0

29846) d = 15.21 | x1 = 0 | x2 = 0

29847) d = 15.21 | x1 = 0 | x2 = 0

29848) d = 15.21 | x1 = 0 | x2 = 0

29849) d = 15.21 | x1 = 0 | x2 = 0

29850) d = 15.21 | x1 = 0 | x2 = 0

29851) d = 15.21 | x1 = 0 | x2 = 0

29852) d = 15.21 | x1 = 0 | x2 = 0

29853) d = 15.21 | x1 = 0 | x2 = 0

29854) d = 15.21 | x1 = 0 | x2 = 0

29855) d = 15.21 | x1 = 0 | x2 = 0

29856) d = 15.21 | x1 = 0 | x2 = 0

29857) d = 15.21 | x1 = 0 | x2 = 0

29858) d = 15.21 | x1 = 0 | x2 = 0

29859) d = 15.21 | x1 = 0 | x2 = 0

29860) d = 15.21 | x1 = 0 | x2 = 0

29861) d = 15.21 | x1 = 0 | x2 = 0

29862) d = 15.21 | x1 = 0 | x2 = 0

29863) d = 15.21 | x1 = 0 | x2 = 0

29864) d = 15.21 | x1 = 0 | x2 = 0

29865) d = 15.21 | x1 = 0 | x2 = 0

29866) d = 15.21 | x1 = 0 | x2 = 0

29867) d = 15.21 | x1 = 0 | x2 = 0

29868) d = 15.21 | x1 = 0 | x2 = 0

29869) d = 15.21 | x1 = 0 | x2 = 0

29870) d = 15.21 | x1 = 0 | x2 = 0

29871) d = 15.21 | x1 = 0 | x2 = 0

29872) d = 15.21 | x1 = 0 | x2 = 0

29873) d = 15.21 | x1 = 0 | x2 = 0

29874) d = 15.21 | x1 = 0 | x2 = 0

29875) d = 15.21 | x1 = 0 | x2 = 0

29876) d = 15.21 | x1 = 0 | x2 = 0

29877) d = 15.21 | x1 = 0 | x2 = 0

29878) d = 15.21 | x1 = 0 | x2 = 0

29879) d = 15.21 | x1 = 0 | x2 = 0

29880) d = 15.21 | x1 = 0 | x2 = 0

29881) d = 16 | x1 = 0 | x2 = 0

29882) d = 16.0 | x1 = 0 | x2 = 0

29883) d = 16.0 | x1 = 0 | x2 = 0

29884) d = 16.0 | x1 = 0 | x2 = 0

29885) d = 16.0 | x1 = 0 | x2 = 0

29886) d = 16.0 | x1 = 0 | x2 = 0

29887) d = 16.0 | x1 = 0 | x2 = 0

29888) d = 16.0 | x1 = 0 | x2 = 0

29889) d = 16.0 | x1 = 0 | x2 = 0

29890) d = 16.0 | x1 = 0 | x2 = 0

29891) d = 16 | x1 = 0 | x2 = 0

29892) d = 16.0 | x1 = 0 | x2 = 0

29893) d = 16.0 | x1 = 0 | x2 = 0

29894) d = 16.0 | x1 = 0 | x2 = 0

29895) d = 16.0 | x1 = 0 | x2 = 0

29896) d = 16.0 | x1 = 0 | x2 = 0

29897) d = 16.0 | x1 = 0 | x2 = 0

29898) d = 16.0 | x1 = 0 | x2 = 0

29899) d = 16.0 | x1 = 0 | x2 = 0

29900) d = 16.0 | x1 = 0 | x2 = 0

29901) d = 16 | x1 = 0 | x2 = 0

29902) d = 16.0 | x1 = 0 | x2 = 0

29903) d = 16.0 | x1 = 0 | x2 = 0

29904) d = 16.0 | x1 = 0 | x2 = 0

29905) d = 16.0 | x1 = 0 | x2 = 0

29906) d = 16.0 | x1 = 0 | x2 = 0

29907) d = 16.0 | x1 = 0 | x2 = 0

29908) d = 16.0 | x1 = 0 | x2 = 0

29909) d = 16.0 | x1 = 0 | x2 = 0

29910) d = 16.0 | x1 = 0 | x2 = 0

29911) d = 16 | x1 = 0 | x2 = 0

29912) d = 16.0 | x1 = 0 | x2 = 0

29913) d = 16.0 | x1 = 0 | x2 = 0

29914) d = 16.0 | x1 = 0 | x2 = 0

29915) d = 16.0 | x1 = 0 | x2 = 0

29916) d = 16.0 | x1 = 0 | x2 = 0

29917) d = 16.0 | x1 = 0 | x2 = 0

29918) d = 16.0 | x1 = 0 | x2 = 0

29919) d = 16.0 | x1 = 0 | x2 = 0

29920) d = 16.0 | x1 = 0 | x2 = 0

29921) d = 16 | x1 = 0 | x2 = 0

29922) d = 16.0 | x1 = 0 | x2 = 0

29923) d = 16.0 | x1 = 0 | x2 = 0

29924) d = 16.0 | x1 = 0 | x2 = 0

29925) d = 16.0 | x1 = 0 | x2 = 0

29926) d = 16.0 | x1 = 0 | x2 = 0

29927) d = 16.0 | x1 = 0 | x2 = 0

29928) d = 16.0 | x1 = 0 | x2 = 0

29929) d = 16.0 | x1 = 0 | x2 = 0

29930) d = 16.0 | x1 = 0 | x2 = 0

29931) d = 16 | x1 = 0 | x2 = 0

29932) d = 16.0 | x1 = 0 | x2 = 0

29933) d = 16.0 | x1 = 0 | x2 = 0

29934) d = 16.0 | x1 = 0 | x2 = 0

29935) d = 16.0 | x1 = 0 | x2 = 0

29936) d = 16.0 | x1 = 0 | x2 = 0

29937) d = 16.0 | x1 = 0 | x2 = 0

29938) d = 16.0 | x1 = 0 | x2 = 0

29939) d = 16.0 | x1 = 0 | x2 = 0

29940) d = 16.0 | x1 = 0 | x2 = 0

29941) d = 16 | x1 = 0 | x2 = 0

29942) d = 16.0 | x1 = 0 | x2 = 0

29943) d = 16.0 | x1 = 0 | x2 = 0

29944) d = 16.0 | x1 = 0 | x2 = 0

29945) d = 16.0 | x1 = 0 | x2 = 0

29946) d = 16.0 | x1 = 0 | x2 = 0

29947) d = 16.0 | x1 = 0 | x2 = 0

29948) d = 16.0 | x1 = 0 | x2 = 0

29949) d = 16.0 | x1 = 0 | x2 = 0

29950) d = 16.0 | x1 = 0 | x2 = 0

29951) d = 16 | x1 = 0 | x2 = 0

29952) d = 16.0 | x1 = 0 | x2 = 0

29953) d = 16.0 | x1 = 0 | x2 = 0

29954) d = 16.0 | x1 = 0 | x2 = 0

29955) d = 16.0 | x1 = 0 | x2 = 0

29956) d = 16.0 | x1 = 0 | x2 = 0

29957) d = 16.0 | x1 = 0 | x2 = 0

29958) d = 16.0 | x1 = 0 | x2 = 0

29959) d = 16.0 | x1 = 0 | x2 = 0

29960) d = 16.0 | x1 = 0 | x2 = 0

29961) d = 16 | x1 = 0 | x2 = 0

29962) d = 16.0 | x1 = 0 | x2 = 0

29963) d = 16.0 | x1 = 0 | x2 = 0

29964) d = 16.0 | x1 = 0 | x2 = 0

29965) d = 16.0 | x1 = 0 | x2 = 0

29966) d = 16.0 | x1 = 0 | x2 = 0

29967) d = 16.0 | x1 = 0 | x2 = 0

29968) d = 16.0 | x1 = 0 | x2 = 0

29969) d = 16.0 | x1 = 0 | x2 = 0

29970) d = 16.0 | x1 = 0 | x2 = 0

29971) d = 16 | x1 = 0 | x2 = 0

29972) d = 16.0 | x1 = 0 | x2 = 0

29973) d = 16.0 | x1 = 0 | x2 = 0

29974) d = 16.0 | x1 = 0 | x2 = 0

29975) d = 16.0 | x1 = 0 | x2 = 0

29976) d = 16.0 | x1 = 0 | x2 = 0

29977) d = 16.0 | x1 = 0 | x2 = 0

29978) d = 16.0 | x1 = 0 | x2 = 0

29979) d = 16.0 | x1 = 0 | x2 = 0

29980) d = 16.0 | x1 = 0 | x2 = 0

29981) d = 16 | x1 = 0 | x2 = 0

29982) d = 16.0 | x1 = 0 | x2 = 0

29983) d = 16.0 | x1 = 0 | x2 = 0

29984) d = 16.0 | x1 = 0 | x2 = 0

29985) d = 16.0 | x1 = 0 | x2 = 0

29986) d = 16.0 | x1 = 0 | x2 = 0

29987) d = 16.0 | x1 = 0 | x2 = 0

29988) d = 16.0 | x1 = 0 | x2 = 0

29989) d = 16.0 | x1 = 0 | x2 = 0

29990) d = 16.0 | x1 = 0 | x2 = 0

29991) d = 16 | x1 = 0 | x2 = 0

29992) d = 16.0 | x1 = 0 | x2 = 0

29993) d = 16.0 | x1 = 0 | x2 = 0

29994) d = 16.0 | x1 = 0 | x2 = 0

29995) d = 16.0 | x1 = 0 | x2 = 0

29996) d = 16.0 | x1 = 0 | x2 = 0

29997) d = 16.0 | x1 = 0 | x2 = 0

29998) d = 16.0 | x1 = 0 | x2 = 0

29999) d = 16.0 | x1 = 0 | x2 = 0

30000) d = 16.0 | x1 = 0 | x2 = 0

30001) d = 16 | x1 = 0 | x2 = 0

30002) d = 16.0 | x1 = 0 | x2 = 0

30003) d = 16.0 | x1 = 0 | x2 = 0

30004) d = 16.0 | x1 = 0 | x2 = 0

30005) d = 16.0 | x1 = 0 | x2 = 0

30006) d = 16.0 | x1 = 0 | x2 = 0

30007) d = 16.0 | x1 = 0 | x2 = 0

30008) d = 16.0 | x1 = 0 | x2 = 0

30009) d = 16.0 | x1 = 0 | x2 = 0

30010) d = 16.0 | x1 = 0 | x2 = 0

30011) d = 16 | x1 = 0 | x2 = 0

30012) d = 16.0 | x1 = 0 | x2 = 0

30013) d = 16.0 | x1 = 0 | x2 = 0

30014) d = 16.0 | x1 = 0 | x2 = 0

30015) d = 16.0 | x1 = 0 | x2 = 0

30016) d = 16.0 | x1 = 0 | x2 = 0

30017) d = 16.0 | x1 = 0 | x2 = 0

30018) d = 16.0 | x1 = 0 | x2 = 0

30019) d = 16.0 | x1 = 0 | x2 = 0

30020) d = 16.0 | x1 = 0 | x2 = 0

30021) d = 16 | x1 = 0 | x2 = 0

30022) d = 16.0 | x1 = 0 | x2 = 0

30023) d = 16.0 | x1 = 0 | x2 = 0

30024) d = 16.0 | x1 = 0 | x2 = 0

30025) d = 16.0 | x1 = 0 | x2 = 0

30026) d = 16.0 | x1 = 0 | x2 = 0

30027) d = 16.0 | x1 = 0 | x2 = 0

30028) d = 16.0 | x1 = 0 | x2 = 0

30029) d = 16.0 | x1 = 0 | x2 = 0

30030) d = 16.0 | x1 = 0 | x2 = 0

30031) d = 16 | x1 = 0 | x2 = 0

30032) d = 16.0 | x1 = 0 | x2 = 0

30033) d = 16.0 | x1 = 0 | x2 = 0

30034) d = 16.0 | x1 = 0 | x2 = 0

30035) d = 16.0 | x1 = 0 | x2 = 0

30036) d = 16.0 | x1 = 0 | x2 = 0

30037) d = 16.0 | x1 = 0 | x2 = 0

30038) d = 16.0 | x1 = 0 | x2 = 0

30039) d = 16.0 | x1 = 0 | x2 = 0

30040) d = 16.0 | x1 = 0 | x2 = 0

30041) d = 16 | x1 = 0 | x2 = 0

30042) d = 16.0 | x1 = 0 | x2 = 0

30043) d = 16.0 | x1 = 0 | x2 = 0

30044) d = 16.0 | x1 = 0 | x2 = 0

30045) d = 16.0 | x1 = 0 | x2 = 0

30046) d = 16.0 | x1 = 0 | x2 = 0

30047) d = 16.0 | x1 = 0 | x2 = 0

30048) d = 16.0 | x1 = 0 | x2 = 0

30049) d = 16.0 | x1 = 0 | x2 = 0

30050) d = 16.0 | x1 = 0 | x2 = 0

30051) d = 16 | x1 = 0 | x2 = 0

30052) d = 16.0 | x1 = 0 | x2 = 0

30053) d = 16.0 | x1 = 0 | x2 = 0

30054) d = 16.0 | x1 = 0 | x2 = 0

30055) d = 16.0 | x1 = 0 | x2 = 0

30056) d = 16.0 | x1 = 0 | x2 = 0

30057) d = 16.0 | x1 = 0 | x2 = 0

30058) d = 16.0 | x1 = 0 | x2 = 0

30059) d = 16.0 | x1 = 0 | x2 = 0

30060) d = 16.0 | x1 = 0 | x2 = 0

30061) d = 16 | x1 = 0 | x2 = 0

30062) d = 16.81 | x1 = 0 | x2 = 0

30063) d = 16.81 | x1 = 0 | x2 = 0

30064) d = 16.81 | x1 = 0 | x2 = 0

30065) d = 16.81 | x1 = 0 | x2 = 0

30066) d = 16.81 | x1 = 0 | x2 = 0

30067) d = 16.81 | x1 = 0 | x2 = 0

30068) d = 16.81 | x1 = 0 | x2 = 0

30069) d = 16.81 | x1 = 0 | x2 = 0

30070) d = 16.81 | x1 = 0 | x2 = 0

30071) d = 16.81 | x1 = 0 | x2 = 0

30072) d = 16.81 | x1 = 0 | x2 = 0

30073) d = 16.81 | x1 = 0 | x2 = 0

30074) d = 16.81 | x1 = 0 | x2 = 0

30075) d = 16.81 | x1 = 0 | x2 = 0

30076) d = 16.81 | x1 = 0 | x2 = 0

30077) d = 16.81 | x1 = 0 | x2 = 0

30078) d = 16.81 | x1 = 0 | x2 = 0

30079) d = 16.81 | x1 = 0 | x2 = 0

30080) d = 16.81 | x1 = 0 | x2 = 0

30081) d = 16.81 | x1 = 0 | x2 = 0

30082) d = 16.81 | x1 = 0 | x2 = 0

30083) d = 16.81 | x1 = 0 | x2 = 0

30084) d = 16.81 | x1 = 0 | x2 = 0

30085) d = 16.81 | x1 = 0 | x2 = 0

30086) d = 16.81 | x1 = 0 | x2 = 0

30087) d = 16.81 | x1 = 0 | x2 = 0

30088) d = 16.81 | x1 = 0 | x2 = 0

30089) d = 16.81 | x1 = 0 | x2 = 0

30090) d = 16.81 | x1 = 0 | x2 = 0

30091) d = 16.81 | x1 = 0 | x2 = 0

30092) d = 16.81 | x1 = 0 | x2 = 0

30093) d = 16.81 | x1 = 0 | x2 = 0

30094) d = 16.81 | x1 = 0 | x2 = 0

30095) d = 16.81 | x1 = 0 | x2 = 0

30096) d = 16.81 | x1 = 0 | x2 = 0

30097) d = 16.81 | x1 = 0 | x2 = 0

30098) d = 16.81 | x1 = 0 | x2 = 0

30099) d = 16.81 | x1 = 0 | x2 = 0

30100) d = 16.81 | x1 = 0 | x2 = 0

30101) d = 16.81 | x1 = 0 | x2 = 0

30102) d = 16.81 | x1 = 0 | x2 = 0

30103) d = 16.81 | x1 = 0 | x2 = 0

30104) d = 16.81 | x1 = 0 | x2 = 0

30105) d = 16.81 | x1 = 0 | x2 = 0

30106) d = 16.81 | x1 = 0 | x2 = 0

30107) d = 16.81 | x1 = 0 | x2 = 0

30108) d = 16.81 | x1 = 0 | x2 = 0

30109) d = 16.81 | x1 = 0 | x2 = 0

30110) d = 16.81 | x1 = 0 | x2 = 0

30111) d = 16.81 | x1 = 0 | x2 = 0

30112) d = 16.81 | x1 = 0 | x2 = 0

30113) d = 16.81 | x1 = 0 | x2 = 0

30114) d = 16.81 | x1 = 0 | x2 = 0

30115) d = 16.81 | x1 = 0 | x2 = 0

30116) d = 16.81 | x1 = 0 | x2 = 0

30117) d = 16.81 | x1 = 0 | x2 = 0

30118) d = 16.81 | x1 = 0 | x2 = 0

30119) d = 16.81 | x1 = 0 | x2 = 0

30120) d = 16.81 | x1 = 0 | x2 = 0

30121) d = 16.81 | x1 = 0 | x2 = 0

30122) d = 16.81 | x1 = 0 | x2 = 0

30123) d = 16.81 | x1 = 0 | x2 = 0

30124) d = 16.81 | x1 = 0 | x2 = 0

30125) d = 16.81 | x1 = 0 | x2 = 0

30126) d = 16.81 | x1 = 0 | x2 = 0

30127) d = 16.81 | x1 = 0 | x2 = 0

30128) d = 16.81 | x1 = 0 | x2 = 0

30129) d = 16.81 | x1 = 0 | x2 = 0

30130) d = 16.81 | x1 = 0 | x2 = 0

30131) d = 16.81 | x1 = 0 | x2 = 0

30132) d = 16.81 | x1 = 0 | x2 = 0

30133) d = 16.81 | x1 = 0 | x2 = 0

30134) d = 16.81 | x1 = 0 | x2 = 0

30135) d = 16.81 | x1 = 0 | x2 = 0

30136) d = 16.81 | x1 = 0 | x2 = 0

30137) d = 16.81 | x1 = 0 | x2 = 0

30138) d = 16.81 | x1 = 0 | x2 = 0

30139) d = 16.81 | x1 = 0 | x2 = 0

30140) d = 16.81 | x1 = 0 | x2 = 0

30141) d = 16.81 | x1 = 0 | x2 = 0

