1) d = 81 | x1 = -1.0 | x2 = 0
5667) d = 1.69 | x1 = -2.0 | x2 = 1.25

5668) d = 13.69 | x1 = -5.0 | x2 = 4.25

5669) d = 0.04 | x1 = -0.5 | x2 = 0

5670) d = 3.24 | x1 = -2.5 | x2 = 2.0

5671) d = 0.01 | x1 = -0.25 | x2 = 0

5672) d = 0.81 | x1 = -1.25 | x2 = 1.0

5673) d = 9.61 | x1 = -4.0 | x2 = 3.75

5674) d = 0.0 | x1 = 0 | x2 = 0

5675) d = 0.16 | x1 = -0.5 | x2 = 0.5

5676) d = 0.64 | x1 = -1.0 | x2 = 1.0

5677) d = 2.56 | x1 = -2.0 | x2 = 2.0

5678) d = 4.0 | x1 = -2.5 | x2 = 2.5

5679) d = 10.24 | x1 = -4.0 | x2 = 4.0

5680) d = 12.96 | x1 = -4.5 | x2 = 4.5

5681) d = 0.01 | x1 = 0 | x2 = 0.25

5682) d = 0.81 | x1 = -1.0 | x2 = 1.25

5683) d = 9.61 | x1 = -3.75 | x2 = 4.0

5684) d = 0.04 | x1 = 0 | x2 = 0.5

5685) d = 3.24 | x1 = -2.0 | x2 = 2.5

5686) d = 0.25 | x1 = -0.25 | x2 = 1.0

5687) d = 1.21 | x1 = -1.0 | x2 = 1.75

5688) d = 1.69 | x1 = -1.25 | x2 = 2.0

5689) d = 13.69 | x1 = -4.25 | x2 = 5.0

5690) d = 0.0 | x1 = 0.5 | x2 = 0.5

5691) d = 0.16 | x1 = 0 | x2 = 1.0

5692) d = 10.24 | x1 = -3.5 | x2 = 4.5

5693) d = 12.96 | x1 = -4.0 | x2 = 5.0

5694) d = 0.25 | x1 = 0 | x2 = 1.25

5695) d = 1.69 | x1 = -1.0 | x2 = 2.25

5696) d = 4.41 | x1 = -2.0 | x2 = 3.25

5697) d = 7.29 | x1 = -2.75 | x2 = 4.0

5698) d = 12.25 | x1 = -3.75 | x2 = 5.0

5699) d = 13.69 | x1 = -4.0 | x2 = 5.25

5700) d = 1.0 | x1 = -0.5 | x2 = 2.0

5701) d = 4.84 | x1 = -2.0 | x2 = 3.5

5702) d = 6.76 | x1 = -2.5 | x2 = 4.0

5703) d = 2.25 | x1 = -1.0 | x2 = 2.75

5704) d = 6.25 | x1 = -2.25 | x2 = 4.0

5705) d = 0.0 | x1 = 1.0 | x2 = 1.0

5706) d = 0.64 | x1 = 0 | x2 = 2.0

5707) d = 0.81 | x1 = 0 | x2 = 2.25

5708) d = 6.25 | x1 = -2.0 | x2 = 4.25

5709) d = 9.61 | x1 = -2.75 | x2 = 5.0

5710) d = 1.0 | x1 = 0 | x2 = 2.5

5711) d = 6.76 | x1 = -2.0 | x2 = 4.5

5712) d = 9.0 | x1 = -2.5 | x2 = 5.0

5713) d = 1.21 | x1 = 0 | x2 = 2.75

5714) d = 4.41 | x1 = -1.25 | x2 = 4.0

5715) d = 7.29 | x1 = -2.0 | x2 = 4.75

5716) d = 4.0 | x1 = -1.0 | x2 = 4.0

5717) d = 10.24 | x1 = -2.5 | x2 = 5.5

5718) d = 0.25 | x1 = 1.0 | x2 = 2.25

5719) d = 1.69 | x1 = 0 | x2 = 3.25

5720) d = 4.41 | x1 = -1.0 | x2 = 4.25

5721) d = 7.29 | x1 = -1.75 | x2 = 5.0

5722) d = 9.0 | x1 = -2.0 | x2 = 5.5

5723) d = 2.25 | x1 = 0 | x2 = 3.75

5724) d = 6.25 | x1 = -1.25 | x2 = 5.0

5725) d = 0.0 | x1 = 2.0 | x2 = 2.0

5726) d = 2.56 | x1 = 0 | x2 = 4.0

5727) d = 12.96 | x1 = -2.5 | x2 = 6.5

5728) d = 2.89 | x1 = 0 | x2 = 4.25

5729) d = 6.25 | x1 = -1.0 | x2 = 5.25

5730) d = 3.24 | x1 = 0 | x2 = 4.5

5731) d = 6.76 | x1 = -1.0 | x2 = 5.5

5732) d = 12.25 | x1 = -2.0 | x2 = 6.75

5733) d = 0.0 | x1 = 2.5 | x2 = 2.5

5734) d = 4.0 | x1 = 0 | x2 = 5.0

5735) d = 16.0 | x1 = -2.5 | x2 = 7.5

5736) d = 0.25 | x1 = 2.0 | x2 = 3.25

5737) d = 1.21 | x1 = 1.25 | x2 = 4.0

5738) d = 1.69 | x1 = 1.0 | x2 = 4.25

5739) d = 4.41 | x1 = 0 | x2 = 5.25

5740) d = 4.84 | x1 = 0 | x2 = 5.5

5741) d = 17.64 | x1 = -2.5 | x2 = 8.0

5742) d = 16.0 | x1 = -2.0 | x2 = 8.0

5743) d = 2.25 | x1 = 1.25 | x2 = 5.0

5744) d = 2.89 | x1 = 1.0 | x2 = 5.25

5745) d = 6.25 | x1 = 0 | x2 = 6.25

5746) d = 1.0 | x1 = 2.0 | x2 = 4.5

5747) d = 3.24 | x1 = 1.0 | x2 = 5.5

5748) d = 6.76 | x1 = 0 | x2 = 6.5

5749) d = 17.64 | x1 = -2.0 | x2 = 8.5

5750) d = 0.25 | x1 = 2.75 | x2 = 4.0

5751) d = 1.69 | x1 = 1.75 | x2 = 5.0

5752) d = 7.29 | x1 = 0 | x2 = 6.75

5753) d = 13.69 | x1 = -1.25 | x2 = 8.0

5754) d = 20.25 | x1 = -2.0 | x2 = 9.25

5755) d = 1.0 | x1 = 2.5 | x2 = 5.0

5756) d = 9.0 | x1 = 0 | x2 = 7.5

5757) d = 9.61 | x1 = 0 | x2 = 7.75

5758) d = 22.09 | x1 = -2.0 | x2 = 9.75

5759) d = 24.01 | x1 = -2.25 | x2 = 10.0

5760) d = 0.0 | x1 = 4.0 | x2 = 4.0

5761) d = 10.24 | x1 = 0 | x2 = 8.0

5762) d = 11.56 | x1 = 0 | x2 = 8.5

5763) d = 25.0 | x1 = -2.0 | x2 = 10.5

5764) d = 0.25 | x1 = 3.75 | x2 = 5.0

5765) d = 3.61 | x1 = 2.0 | x2 = 6.75

5766) d = 12.25 | x1 = 0 | x2 = 8.75

5767) d = 20.25 | x1 = -1.25 | x2 = 10.0

5768) d = 0.0 | x1 = 4.5 | x2 = 4.5

5769) d = 2.56 | x1 = 2.5 | x2 = 6.5

5770) d = 12.96 | x1 = 0 | x2 = 9.0

5771) d = 27.04 | x1 = -2.0 | x2 = 11.0

5772) d = 0.25 | x1 = 4.0 | x2 = 5.25

5773) d = 7.29 | x1 = 1.25 | x2 = 8.0

5774) d = 13.69 | x1 = 0 | x2 = 9.25

5775) d = 15.21 | x1 = 0 | x2 = 9.75

5776) d = 4.0 | x1 = 2.5 | x2 = 7.5

5777) d = 16.0 | x1 = 0 | x2 = 10.0

5778) d = 4.84 | x1 = 2.5 | x2 = 8.0

5779) d = 6.76 | x1 = 2.0 | x2 = 8.5

5780) d = 17.64 | x1 = 0 | x2 = 10.5

5781) d = 19.36 | x1 = 0 | x2 = 11.0

5782) d = 8.41 | x1 = 2.0 | x2 = 9.25

5783) d = 12.25 | x1 = 1.25 | x2 = 10.0

5784) d = 20.25 | x1 = 0 | x2 = 11.25

5785) d = 22.09 | x1 = 0 | x2 = 11.75

5786) d = 32.49 | x1 = -1.25 | x2 = 13.0

5787) d = 24.01 | x1 = 0 | x2 = 12.25

5788) d = 11.56 | x1 = 2.0 | x2 = 10.5

5789) d = 25.0 | x1 = 0 | x2 = 12.5

5790) d = 12.96 | x1 = 2.0 | x2 = 11.0

5791) d = 27.04 | x1 = 0 | x2 = 13.0

5792) d = 29.16 | x1 = 0 | x2 = 13.5

5793) d = 30.25 | x1 = 0 | x2 = 13.75

5794) d = 42.25 | x1 = -1.25 | x2 = 15.0

5795) d = 22.09 | x1 = 1.25 | x2 = 13.0

5796) d = 32.49 | x1 = 0 | x2 = 14.25

5797) d = 34.81 | x1 = 0 | x2 = 14.75

5798) d = 47.61 | x1 = -1.25 | x2 = 16.0

5799) d = 36.0 | x1 = 0 | x2 = 15.0

5800) d = 38.44 | x1 = 0 | x2 = 15.5

5801) d = 53.29 | x1 = -1.25 | x2 = 17.0

5802) d = 40.96 | x1 = 0 | x2 = 16.0

5803) d = 30.25 | x1 = 1.25 | x2 = 15.0

5804) d = 42.25 | x1 = 0 | x2 = 16.25

5805) d = 44.89 | x1 = 0 | x2 = 16.75

5806) d = 59.29 | x1 = -1.25 | x2 = 18.0

5807) d = 46.24 | x1 = 0 | x2 = 17.0

5808) d = 34.81 | x1 = 1.25 | x2 = 16.0

5809) d = 47.61 | x1 = 0 | x2 = 17.25

5810) d = 49.0 | x1 = 0 | x2 = 17.5

5811) d = 51.84 | x1 = 0 | x2 = 18.0

5812) d = 39.69 | x1 = 1.25 | x2 = 17.0

5813) d = 53.29 | x1 = 0 | x2 = 18.25

5814) d = 54.76 | x1 = 0 | x2 = 18.5

5815) d = 56.25 | x1 = 0 | x2 = 18.75

5816) d = 44.89 | x1 = 1.25 | x2 = 18.0

5817) d = 59.29 | x1 = 0 | x2 = 19.25

5818) d = 60.84 | x1 = 0 | x2 = 19.5

5819) d = 62.41 | x1 = 0 | x2 = 19.75

5820) d = 64.0 | x1 = 0 | x2 = 20.0

5821) d = 68.89 | x1 = 0 | x2 = 20.75

5822) d = 70.56 | x1 = 0 | x2 = 21.0

5823) d = 72.25 | x1 = 0 | x2 = 21.25

5824) d = 77.44 | x1 = 0 | x2 = 22.0

5825) d = 79.21 | x1 = 0 | x2 = 22.25

5826) d = 81.0 | x1 = 0 | x2 = 22.5

5827) d = 81.0 | x1 = -30.0 | x2 = 0

5828) d = 75.69 | x1 = -29.0 | x2 = 0

5829) d = 65.61 | x1 = -27.0 | x2 = 0

5830) d = 60.84 | x1 = -26.0 | x2 = 0

5831) d = 56.25 | x1 = -25.0 | x2 = 0

5832) d = 51.84 | x1 = -24.0 | x2 = 0

5833) d = 43.56 | x1 = -22.0 | x2 = 0

5834) d = 39.69 | x1 = -21.0 | x2 = 0

5835) d = 36.0 | x1 = -20.0 | x2 = 0

5836) d = 32.49 | x1 = -19.0 | x2 = 0

5837) d = 26.01 | x1 = -17.0 | x2 = 0

5838) d = 23.04 | x1 = -16.0 | x2 = 0

5839) d = 20.25 | x1 = -15.0 | x2 = 0

5840) d = 4.41 | x1 = -10.0 | x2 = -3.0

5841) d = 15.21 | x1 = -13.0 | x2 = 0

5842) d = 12.96 | x1 = -12.0 | x2 = 0

5843) d = 10.89 | x1 = -11.0 | x2 = 0

5844) d = 0.0 | x1 = -5.0 | x2 = -5.0

5845) d = 3.24 | x1 = -8.0 | x2 = -2.0

5846) d = 9.0 | x1 = -10.0 | x2 = 0

5847) d = 0.0 | x1 = -4.0 | x2 = -4.0

5848) d = 5.76 | x1 = -8.0 | x2 = 0

5849) d = 15.21 | x1 = -10.0 | x2 = 3.0

5850) d = 0.0 | x1 = -3.0 | x2 = -3.0

5851) d = 3.24 | x1 = -6.0 | x2 = 0

5852) d = 9.0 | x1 = -8.0 | x2 = 2.0

5853) d = 0.81 | x1 = -4.0 | x2 = -1.0

5854) d = 2.25 | x1 = -5.0 | x2 = 0

5855) d = 0.0 | x1 = -2.0 | x2 = -2.0

5856) d = 1.44 | x1 = -4.0 | x2 = 0

5857) d = 5.76 | x1 = -6.0 | x2 = 2.0

5858) d = 0.81 | x1 = -3.0 | x2 = 0

5859) d = 2.25 | x1 = -4.0 | x2 = 1.0

5860) d = 0.0 | x1 = -1.0 | x2 = -1.0

5861) d = 0.36 | x1 = -2.0 | x2 = 0

5862) d = 1.44 | x1 = -3.0 | x2 = 1.0

5863) d = 5.76 | x1 = -5.0 | x2 = 3.0

5864) d = 9.0 | x1 = -6.0 | x2 = 4.0

5865) d = 0.09 | x1 = -1.0 | x2 = 0

5866) d = 2.25 | x1 = -3.0 | x2 = 2.0

5867) d = 4.41 | x1 = -4.0 | x2 = 3.0

5868) d = 10.89 | x1 = -6.0 | x2 = 5.0

5869) d = 0.0 | x1 = 0 | x2 = 0

5870) d = 0.36 | x1 = -1.0 | x2 = 1.0

5871) d = 1.44 | x1 = -2.0 | x2 = 2.0

5872) d = 3.24 | x1 = -3.0 | x2 = 3.0

5873) d = 5.76 | x1 = -4.0 | x2 = 4.0

5874) d = 9.0 | x1 = -5.0 | x2 = 5.0

5875) d = 0.09 | x1 = 0 | x2 = 1.0

5876) d = 2.25 | x1 = -2.0 | x2 = 3.0

5877) d = 4.41 | x1 = -3.0 | x2 = 4.0

5878) d = 10.89 | x1 = -5.0 | x2 = 6.0

5879) d = 0.0 | x1 = 1.0 | x2 = 1.0

5880) d = 0.36 | x1 = 0 | x2 = 2.0

5881) d = 1.44 | x1 = -1.0 | x2 = 3.0

5882) d = 5.76 | x1 = -3.0 | x2 = 5.0

5883) d = 9.0 | x1 = -4.0 | x2 = 6.0

5884) d = 0.81 | x1 = 0 | x2 = 3.0

5885) d = 2.25 | x1 = -1.0 | x2 = 4.0

5886) d = 0.0 | x1 = 2.0 | x2 = 2.0

5887) d = 1.44 | x1 = 0 | x2 = 4.0

5888) d = 5.76 | x1 = -2.0 | x2 = 6.0

5889) d = 0.81 | x1 = 1.0 | x2 = 4.0

5890) d = 2.25 | x1 = 0 | x2 = 5.0

5891) d = 0.0 | x1 = 3.0 | x2 = 3.0

5892) d = 3.24 | x1 = 0 | x2 = 6.0

5893) d = 9.0 | x1 = -2.0 | x2 = 8.0

5894) d = 15.21 | x1 = -3.0 | x2 = 10.0

5895) d = 0.0 | x1 = 4.0 | x2 = 4.0

5896) d = 5.76 | x1 = 0 | x2 = 8.0

5897) d = 0.0 | x1 = 5.0 | x2 = 5.0

5898) d = 3.24 | x1 = 2.0 | x2 = 8.0

5899) d = 9.0 | x1 = 0 | x2 = 10.0

5900) d = 10.89 | x1 = 0 | x2 = 11.0

5901) d = 12.96 | x1 = 0 | x2 = 12.0

5902) d = 4.41 | x1 = 3.0 | x2 = 10.0

5903) d = 15.21 | x1 = 0 | x2 = 13.0

5904) d = 20.25 | x1 = 0 | x2 = 15.0

5905) d = 23.04 | x1 = 0 | x2 = 16.0

5906) d = 26.01 | x1 = 0 | x2 = 17.0

5907) d = 32.49 | x1 = 0 | x2 = 19.0

5908) d = 36.0 | x1 = 0 | x2 = 20.0

5909) d = 39.69 | x1 = 0 | x2 = 21.0

5910) d = 43.56 | x1 = 0 | x2 = 22.0

5911) d = 51.84 | x1 = 0 | x2 = 24.0

5912) d = 56.25 | x1 = 0 | x2 = 25.0

5913) d = 60.84 | x1 = 0 | x2 = 26.0

5914) d = 65.61 | x1 = 0 | x2 = 27.0

5915) d = 75.69 | x1 = 0 | x2 = 29.0

5916) d = 81.0 | x1 = 0 | x2 = 30.0

5917) d = 81.0 | x1 = -45.0 | x2 = 0

5918) d = 79.21 | x1 = -44.5 | x2 = 0

5919) d = 77.44 | x1 = -44.0 | x2 = 0

5920) d = 72.25 | x1 = -42.5 | x2 = 0

5921) d = 70.56 | x1 = -42.0 | x2 = 0

5922) d = 68.89 | x1 = -41.5 | x2 = 0

5923) d = 64.0 | x1 = -40.0 | x2 = 0

5924) d = 62.41 | x1 = -39.5 | x2 = 0

5925) d = 60.84 | x1 = -39.0 | x2 = 0

5926) d = 59.29 | x1 = -38.5 | x2 = 0

5927) d = 56.25 | x1 = -37.5 | x2 = 0

5928) d = 54.76 | x1 = -37.0 | x2 = 0

5929) d = 53.29 | x1 = -36.5 | x2 = 0

5930) d = 51.84 | x1 = -36.0 | x2 = 0

5931) d = 49.0 | x1 = -35.0 | x2 = 0

5932) d = 47.61 | x1 = -34.5 | x2 = 0

5933) d = 46.24 | x1 = -34.0 | x2 = 0

5934) d = 44.89 | x1 = -33.5 | x2 = 0

5935) d = 42.25 | x1 = -32.5 | x2 = 0

5936) d = 40.96 | x1 = -32.0 | x2 = 0

5937) d = 38.44 | x1 = -31.0 | x2 = 0

5938) d = 36.0 | x1 = -30.0 | x2 = 0

5939) d = 34.81 | x1 = -29.5 | x2 = 0

5940) d = 32.49 | x1 = -28.5 | x2 = 0

5941) d = 30.25 | x1 = -27.5 | x2 = 0

5942) d = 29.16 | x1 = -27.0 | x2 = 0

5943) d = 27.04 | x1 = -26.0 | x2 = 0

5944) d = 25.0 | x1 = -25.0 | x2 = 0

5945) d = 24.01 | x1 = -24.5 | x2 = 0

5946) d = 22.09 | x1 = -23.5 | x2 = 0

5947) d = 20.25 | x1 = -22.5 | x2 = 0

5948) d = 19.36 | x1 = -22.0 | x2 = 0

5949) d = 17.64 | x1 = -21.0 | x2 = 0

5950) d = 16.0 | x1 = -20.0 | x2 = 0

5951) d = 8.41 | x1 = -17.0 | x2 = -2.5

5952) d = 15.21 | x1 = -19.5 | x2 = 0

5953) d = 7.29 | x1 = -16.0 | x2 = -2.5

5954) d = 13.69 | x1 = -18.5 | x2 = 0

5955) d = 12.96 | x1 = -18.0 | x2 = 0

5956) d = 6.25 | x1 = -15.0 | x2 = -2.5

5957) d = 12.25 | x1 = -17.5 | x2 = 0

5958) d = 11.56 | x1 = -17.0 | x2 = 0

5959) d = 10.24 | x1 = -16.0 | x2 = 0

5960) d = 4.41 | x1 = -13.0 | x2 = -2.5

5961) d = 9.61 | x1 = -15.5 | x2 = 0

5962) d = 9.0 | x1 = -15.0 | x2 = 0

5963) d = 15.21 | x1 = -17.0 | x2 = 2.5

5964) d = 0.25 | x1 = -8.0 | x2 = -5.5

5965) d = 1.69 | x1 = -10.0 | x2 = -3.5

5966) d = 7.29 | x1 = -13.5 | x2 = 0

5967) d = 13.69 | x1 = -16.0 | x2 = 2.5

5968) d = 1.0 | x1 = -9.0 | x2 = -4.0

5969) d = 3.24 | x1 = -11.0 | x2 = -2.0

5970) d = 6.76 | x1 = -13.0 | x2 = 0

5971) d = 0.25 | x1 = -7.5 | x2 = -5.0

5972) d = 2.25 | x1 = -10.0 | x2 = -2.5

5973) d = 2.89 | x1 = -10.5 | x2 = -2.0

5974) d = 6.25 | x1 = -12.5 | x2 = 0

5975) d = 12.25 | x1 = -15.0 | x2 = 2.5

5976) d = 4.84 | x1 = -11.0 | x2 = 0

5977) d = 0.25 | x1 = -6.5 | x2 = -4.0

5978) d = 1.21 | x1 = -8.0 | x2 = -2.5

5979) d = 1.69 | x1 = -8.5 | x2 = -2.0

5980) d = 4.41 | x1 = -10.5 | x2 = 0

5981) d = 9.61 | x1 = -13.0 | x2 = 2.5

5982) d = 0.0 | x1 = -5.0 | x2 = -5.0

5983) d = 4.0 | x1 = -10.0 | x2 = 0

5984) d = 3.24 | x1 = -9.0 | x2 = 0

5985) d = 6.76 | x1 = -11.0 | x2 = 2.0

5986) d = 2.89 | x1 = -8.5 | x2 = 0

5987) d = 6.25 | x1 = -10.5 | x2 = 2.0

5988) d = 0.0 | x1 = -4.0 | x2 = -4.0

5989) d = 2.56 | x1 = -8.0 | x2 = 0

5990) d = 0.25 | x1 = -5.0 | x2 = -2.5

5991) d = 2.25 | x1 = -7.5 | x2 = 0

5992) d = 6.25 | x1 = -10.0 | x2 = 2.5

5993) d = 9.0 | x1 = -11.0 | x2 = 4.0

5994) d = 0.25 | x1 = -4.5 | x2 = -2.0

5995) d = 0.81 | x1 = -5.5 | x2 = -1.0

5996) d = 1.69 | x1 = -6.5 | x2 = 0

5997) d = 4.41 | x1 = -8.5 | x2 = 2.0

5998) d = 7.29 | x1 = -10.0 | x2 = 3.5

5999) d = 4.0 | x1 = -8.0 | x2 = 2.0

6000) d = 1.21 | x1 = -5.5 | x2 = 0

6001) d = 4.41 | x1 = -8.0 | x2 = 2.5

6002) d = 7.29 | x1 = -9.5 | x2 = 4.0

6003) d = 1.0 | x1 = -5.0 | x2 = 0

6004) d = 6.76 | x1 = -9.0 | x2 = 4.0

6005) d = 0.81 | x1 = -4.5 | x2 = 0

6006) d = 1.69 | x1 = -5.5 | x2 = 1.0

6007) d = 6.25 | x1 = -8.5 | x2 = 4.0

6008) d = 7.29 | x1 = -9.0 | x2 = 4.5

6009) d = 0.0 | x1 = -2.0 | x2 = -2.0

6010) d = 0.64 | x1 = -4.0 | x2 = 0

6011) d = 2.25 | x1 = -5.5 | x2 = 2.0

6012) d = 6.25 | x1 = -8.0 | x2 = 4.5

6013) d = 7.29 | x1 = -8.5 | x2 = 5.0

6014) d = 1.0 | x1 = -4.0 | x2 = 1.0

6015) d = 4.84 | x1 = -7.0 | x2 = 4.0

6016) d = 6.76 | x1 = -8.0 | x2 = 5.0

6017) d = 0.25 | x1 = -2.5 | x2 = 0

6018) d = 1.69 | x1 = -4.5 | x2 = 2.0

6019) d = 2.25 | x1 = -5.0 | x2 = 2.5

6020) d = 4.41 | x1 = -6.5 | x2 = 4.0

6021) d = 6.25 | x1 = -7.5 | x2 = 5.0

6022) d = 7.29 | x1 = -8.0 | x2 = 5.5

6023) d = 0.0 | x1 = -1.0 | x2 = -1.0

6024) d = 0.16 | x1 = -2.0 | x2 = 0

6025) d = 0.25 | x1 = -2.0 | x2 = 0.5

6026) d = 1.21 | x1 = -3.5 | x2 = 2.0

6027) d = 1.69 | x1 = -4.0 | x2 = 2.5

6028) d = 0.04 | x1 = -1.0 | x2 = 0

6029) d = 3.24 | x1 = -5.0 | x2 = 4.0

6030) d = 0.01 | x1 = -0.5 | x2 = 0

6031) d = 0.81 | x1 = -2.5 | x2 = 2.0

6032) d = 4.41 | x1 = -5.5 | x2 = 5.0

6033) d = 0.0 | x1 = 0 | x2 = 0

6034) d = 0.16 | x1 = -1.0 | x2 = 1.0

6035) d = 0.64 | x1 = -2.0 | x2 = 2.0

6036) d = 2.56 | x1 = -4.0 | x2 = 4.0

6037) d = 4.0 | x1 = -5.0 | x2 = 5.0

6038) d = 0.01 | x1 = 0 | x2 = 0.5

6039) d = 0.81 | x1 = -2.0 | x2 = 2.5

6040) d = 4.41 | x1 = -5.0 | x2 = 5.5

6041) d = 0.04 | x1 = 0 | x2 = 1.0

6042) d = 3.24 | x1 = -4.0 | x2 = 5.0

6043) d = 0.25 | x1 = -0.5 | x2 = 2.0

6044) d = 1.21 | x1 = -2.0 | x2 = 3.5

6045) d = 1.69 | x1 = -2.5 | x2 = 4.0

6046) d = 0.0 | x1 = 1.0 | x2 = 1.0

6047) d = 0.16 | x1 = 0 | x2 = 2.0

6048) d = 0.25 | x1 = 0 | x2 = 2.5

6049) d = 1.69 | x1 = -2.0 | x2 = 4.5

6050) d = 2.25 | x1 = -2.5 | x2 = 5.0

6051) d = 4.41 | x1 = -4.0 | x2 = 6.5

6052) d = 6.25 | x1 = -5.0 | x2 = 7.5

6053) d = 7.29 | x1 = -5.5 | x2 = 8.0

6054) d = 1.0 | x1 = -1.0 | x2 = 4.0

6055) d = 4.84 | x1 = -4.0 | x2 = 7.0

6056) d = 6.76 | x1 = -5.0 | x2 = 8.0

6057) d = 2.25 | x1 = -2.0 | x2 = 5.5

6058) d = 6.25 | x1 = -4.5 | x2 = 8.0

6059) d = 7.29 | x1 = -5.0 | x2 = 8.5

6060) d = 0.0 | x1 = 2.0 | x2 = 2.0

6061) d = 0.64 | x1 = 0 | x2 = 4.0

6062) d = 0.81 | x1 = 0 | x2 = 4.5

6063) d = 1.69 | x1 = -1.0 | x2 = 5.5

6064) d = 6.25 | x1 = -4.0 | x2 = 8.5

6065) d = 7.29 | x1 = -4.5 | x2 = 9.0

6066) d = 1.0 | x1 = 0 | x2 = 5.0

6067) d = 6.76 | x1 = -4.0 | x2 = 9.0

6068) d = 1.21 | x1 = 0 | x2 = 5.5

6069) d = 4.41 | x1 = -2.5 | x2 = 8.0

6070) d = 7.29 | x1 = -4.0 | x2 = 9.5

6071) d = 4.0 | x1 = -2.0 | x2 = 8.0

6072) d = 0.25 | x1 = 2.0 | x2 = 4.5

6073) d = 0.81 | x1 = 1.0 | x2 = 5.5

6074) d = 1.69 | x1 = 0 | x2 = 6.5

6075) d = 4.41 | x1 = -2.0 | x2 = 8.5

6076) d = 7.29 | x1 = -3.5 | x2 = 10.0

6077) d = 9.0 | x1 = -4.0 | x2 = 11.0

6078) d = 0.25 | x1 = 2.5 | x2 = 5.0

6079) d = 2.25 | x1 = 0 | x2 = 7.5

6080) d = 6.25 | x1 = -2.5 | x2 = 10.0

6081) d = 0.0 | x1 = 4.0 | x2 = 4.0

6082) d = 2.56 | x1 = 0 | x2 = 8.0

6083) d = 2.89 | x1 = 0 | x2 = 8.5

6084) d = 6.25 | x1 = -2.0 | x2 = 10.5

6085) d = 3.24 | x1 = 0 | x2 = 9.0

6086) d = 6.76 | x1 = -2.0 | x2 = 11.0

6087) d = 0.0 | x1 = 5.0 | x2 = 5.0

6088) d = 4.0 | x1 = 0 | x2 = 10.0

6089) d = 0.25 | x1 = 4.0 | x2 = 6.5

6090) d = 1.21 | x1 = 2.5 | x2 = 8.0

6091) d = 1.69 | x1 = 2.0 | x2 = 8.5

6092) d = 4.41 | x1 = 0 | x2 = 10.5

6093) d = 9.61 | x1 = -2.5 | x2 = 13.0

6094) d = 4.84 | x1 = 0 | x2 = 11.0

6095) d = 0.25 | x1 = 5.0 | x2 = 7.5

6096) d = 2.25 | x1 = 2.5 | x2 = 10.0

6097) d = 2.89 | x1 = 2.0 | x2 = 10.5

6098) d = 6.25 | x1 = 0 | x2 = 12.5

6099) d = 12.25 | x1 = -2.5 | x2 = 15.0

6100) d = 1.0 | x1 = 4.0 | x2 = 9.0

6101) d = 3.24 | x1 = 2.0 | x2 = 11.0

6102) d = 6.76 | x1 = 0 | x2 = 13.0

6103) d = 0.25 | x1 = 5.5 | x2 = 8.0

6104) d = 1.69 | x1 = 3.5 | x2 = 10.0

6105) d = 7.29 | x1 = 0 | x2 = 13.5

6106) d = 13.69 | x1 = -2.5 | x2 = 16.0

6107) d = 15.21 | x1 = -2.5 | x2 = 17.0

6108) d = 9.0 | x1 = 0 | x2 = 15.0

6109) d = 4.41 | x1 = 2.5 | x2 = 13.0

6110) d = 9.61 | x1 = 0 | x2 = 15.5

6111) d = 10.24 | x1 = 0 | x2 = 16.0

6112) d = 11.56 | x1 = 0 | x2 = 17.0

6113) d = 6.25 | x1 = 2.5 | x2 = 15.0

6114) d = 12.25 | x1 = 0 | x2 = 17.5

6115) d = 12.96 | x1 = 0 | x2 = 18.0

6116) d = 7.29 | x1 = 2.5 | x2 = 16.0

6117) d = 13.69 | x1 = 0 | x2 = 18.5

6118) d = 8.41 | x1 = 2.5 | x2 = 17.0

6119) d = 15.21 | x1 = 0 | x2 = 19.5

6120) d = 16.0 | x1 = 0 | x2 = 20.0

6121) d = 17.64 | x1 = 0 | x2 = 21.0

6122) d = 19.36 | x1 = 0 | x2 = 22.0

6123) d = 20.25 | x1 = 0 | x2 = 22.5

6124) d = 22.09 | x1 = 0 | x2 = 23.5

6125) d = 24.01 | x1 = 0 | x2 = 24.5

6126) d = 25.0 | x1 = 0 | x2 = 25.0

6127) d = 27.04 | x1 = 0 | x2 = 26.0

6128) d = 29.16 | x1 = 0 | x2 = 27.0

6129) d = 30.25 | x1 = 0 | x2 = 27.5

6130) d = 32.49 | x1 = 0 | x2 = 28.5

