1) a = -9 | b = -9 | c = 0
6604) a = 0.2 | b = -2.5 | c = 4.2

6605) a = 0.2 | b = -2.5 | c = 5

6606) a = 0.2 | b = -2.5 | c = 7.5

6607) a = 0.2 | b = -2.2 | c = 0

6608) a = 0.2 | b = -2.1 | c = -6.5

6609) a = 0.2 | b = -2.1 | c = 0

6610) a = 0.2 | b = -2.1 | c = 3.4

6611) a = 0.2 | b = -2.1 | c = 4

6612) a = 0.2 | b = -2.1 | c = 5.2

6613) a = 0.2 | b = -2 | c = 0

6614) a = 0.2 | b = -2 | c = 5

6615) a = 0.2 | b = -1.8 | c = -4.4

6616) a = 0.2 | b = -1.8 | c = 0

6617) a = 0.2 | b = -1.7 | c = -4.2

6618) a = 0.2 | b = -1.7 | c = 0

6619) a = 0.2 | b = -1.6 | c = 0

6620) a = 0.2 | b = -1.6 | c = 3.2

6621) a = 0.2 | b = -1.5 | c = -5

6622) a = 0.2 | b = -1.5 | c = 0

6623) a = 0.2 | b = -1.5 | c = 2.5

6624) a = 0.2 | b = -1.4 | c = -8.8

6625) a = 0.2 | b = -1.3 | c = -7

6626) a = 0.2 | b = -1.3 | c = -3.4

6627) a = 0.2 | b = -1.3 | c = 0

6628) a = 0.2 | b = -1.3 | c = 1.1

6629) a = 0.2 | b = -1.3 | c = 1.8

6630) a = 0.2 | b = -1.2 | c = -3.2

6631) a = 0.2 | b = -1.1 | c = -7.6

6632) a = 0.2 | b = -1.1 | c = -4

6633) a = 0.2 | b = -1.1 | c = 0

6634) a = 0.2 | b = -1 | c = -7.2

6635) a = 0.2 | b = -1 | c = 0

6636) a = 0.2 | b = -0.9 | c = -8.1

6637) a = 0.2 | b = -0.9 | c = -6.8

6638) a = 0.2 | b = -0.9 | c = -1.1

6639) a = 0.2 | b = -0.9 | c = 0

6640) a = 0.2 | b = -0.8 | c = 0

6641) a = 0.2 | b = -0.8 | c = 0.8

6642) a = 0.2 | b = -0.7 | c = -8.5

6643) a = 0.2 | b = -0.7 | c = -7.2

6644) a = 0.2 | b = -0.7 | c = -2.2

6645) a = 0.2 | b = -0.6 | c = -8

6646) a = 0.2 | b = -0.6 | c = -5.6

6647) a = 0.2 | b = -0.6 | c = -0.8

6648) a = 0.2 | b = -0.5 | c = -8.8

6649) a = 0.2 | b = -0.5 | c = -7.5

6650) a = 0.2 | b = -0.5 | c = -5.2

6651) a = 0.2 | b = -0.5 | c = -2.5

6652) a = 0.2 | b = -0.5 | c = -1.8

6653) a = 0.2 | b = -0.5 | c = 0

6654) a = 0.2 | b = -0.4 | c = 0

6655) a = 0.2 | b = -0.4 | c = 0.2

6656) a = 0.2 | b = -0.3 | c = -2

6657) a = 0.2 | b = -0.3 | c = -1.4

6658) a = 0.2 | b = -0.3 | c = -0.2

6659) a = 0.2 | b = -0.2 | c = -4

6660) a = 0.2 | b = -0.2 | c = 0

6661) a = 0.2 | b = -0.1 | c = -5.5

6662) a = 0.2 | b = -0.1 | c = -1

6663) a = 0.2 | b = -0.1 | c = 0

6664) a = 0.2 | b = 0 | c = -5

6665) a = 0.2 | b = 0 | c = -3.2

6666) a = 0.2 | b = 0 | c = -0.8

6667) a = 0.2 | b = 0 | c = -0.2

6668) a = 0.2 | b = 0 | c = 0

6669) a = 0.2 | b = 0.1 | c = -5.5

6670) a = 0.2 | b = 0.1 | c = -1

6671) a = 0.2 | b = 0.1 | c = 0

6672) a = 0.2 | b = 0.2 | c = -4

6673) a = 0.2 | b = 0.2 | c = 0

6674) a = 0.2 | b = 0.3 | c = -2

6675) a = 0.2 | b = 0.3 | c = -1.4

6676) a = 0.2 | b = 0.3 | c = -0.2

6677) a = 0.2 | b = 0.4 | c = 0

6678) a = 0.2 | b = 0.4 | c = 0.2

6679) a = 0.2 | b = 0.5 | c = -8.8

6680) a = 0.2 | b = 0.5 | c = -7.5

6681) a = 0.2 | b = 0.5 | c = -5.2

6682) a = 0.2 | b = 0.5 | c = -2.5

6683) a = 0.2 | b = 0.5 | c = -1.8

6684) a = 0.2 | b = 0.5 | c = 0

6685) a = 0.2 | b = 0.6 | c = -8

6686) a = 0.2 | b = 0.6 | c = -5.6

6687) a = 0.2 | b = 0.6 | c = -0.8

6688) a = 0.2 | b = 0.7 | c = -8.5

6689) a = 0.2 | b = 0.7 | c = -7.2

6690) a = 0.2 | b = 0.7 | c = -2.2

6691) a = 0.2 | b = 0.8 | c = 0

6692) a = 0.2 | b = 0.8 | c = 0.8

6693) a = 0.2 | b = 0.9 | c = -8.1

6694) a = 0.2 | b = 0.9 | c = -6.8

6695) a = 0.2 | b = 0.9 | c = -1.1

6696) a = 0.2 | b = 0.9 | c = 0

6697) a = 0.2 | b = 1 | c = -7.2

6698) a = 0.2 | b = 1 | c = 0

6699) a = 0.2 | b = 1.1 | c = -7.6

6700) a = 0.2 | b = 1.1 | c = -4

6701) a = 0.2 | b = 1.1 | c = 0

6702) a = 0.2 | b = 1.2 | c = -3.2

6703) a = 0.2 | b = 1.3 | c = -7

6704) a = 0.2 | b = 1.3 | c = -3.4

6705) a = 0.2 | b = 1.3 | c = 0

6706) a = 0.2 | b = 1.3 | c = 1.1

6707) a = 0.2 | b = 1.3 | c = 1.8

6708) a = 0.2 | b = 1.4 | c = -8.8

6709) a = 0.2 | b = 1.5 | c = -5

6710) a = 0.2 | b = 1.5 | c = 0

6711) a = 0.2 | b = 1.5 | c = 2.5

6712) a = 0.2 | b = 1.6 | c = 0

6713) a = 0.2 | b = 1.6 | c = 3.2

6714) a = 0.2 | b = 1.7 | c = -4.2

6715) a = 0.2 | b = 1.7 | c = 0

6716) a = 0.2 | b = 1.8 | c = -4.4

6717) a = 0.2 | b = 1.8 | c = 0

6718) a = 0.2 | b = 2 | c = 0

6719) a = 0.2 | b = 2 | c = 5

6720) a = 0.2 | b = 2.1 | c = -6.5

6721) a = 0.2 | b = 2.1 | c = 0

6722) a = 0.2 | b = 2.1 | c = 3.4

6723) a = 0.2 | b = 2.1 | c = 4

6724) a = 0.2 | b = 2.1 | c = 5.2

6725) a = 0.2 | b = 2.2 | c = 0

6726) a = 0.2 | b = 2.5 | c = -7.5

6727) a = 0.2 | b = 2.5 | c = 0

6728) a = 0.2 | b = 2.5 | c = 4.2

6729) a = 0.2 | b = 2.5 | c = 5

6730) a = 0.2 | b = 2.5 | c = 7.5

6731) a = 0.2 | b = 2.6 | c = 0

6732) a = 0.2 | b = 2.6 | c = 4.4

6733) a = 0.2 | b = 2.6 | c = 7.2

6734) a = 0.2 | b = 2.7 | c = -8

6735) a = 0.2 | b = 2.7 | c = 0

6736) a = 0.2 | b = 2.7 | c = 7

6737) a = 0.2 | b = 2.7 | c = 8.8

6738) a = 0.2 | b = 2.9 | c = -8.5

6739) a = 0.2 | b = 3 | c = 0

6740) a = 0.2 | b = 3.1 | c = 0

6741) a = 0.2 | b = 3.1 | c = 6.5

6742) a = 0.2 | b = 3.2 | c = 0

6743) a = 0.2 | b = 3.4 | c = 0

6744) a = 0.2 | b = 3.5 | c = 0

6745) a = 0.2 | b = 3.5 | c = 7.5

6746) a = 0.2 | b = 3.6 | c = 0

6747) a = 0.2 | b = 3.7 | c = 0

6748) a = 0.2 | b = 3.7 | c = 8

6749) a = 0.2 | b = 3.9 | c = 0

6750) a = 0.2 | b = 3.9 | c = 8.5

6751) a = 0.2 | b = 4 | c = 0

6752) a = 0.2 | b = 4.2 | c = 0

6753) a = 0.2 | b = 4.4 | c = 0

6754) a = 0.2 | b = 4.5 | c = 0

6755) a = 0.2 | b = 4.7 | c = 0

6756) a = 0.2 | b = 4.9 | c = 0

6757) a = 0.2 | b = 5 | c = 0

6758) a = 0.2 | b = 5.2 | c = 0

6759) a = 0.2 | b = 5.4 | c = 0

6760) a = 0.2 | b = 5.5 | c = 0

6761) a = 0.2 | b = 5.7 | c = 0

6762) a = 0.2 | b = 5.9 | c = 0

6763) a = 0.2 | b = 6 | c = 0

6764) a = 0.2 | b = 6.2 | c = 0

6765) a = 0.2 | b = 6.4 | c = 0

6766) a = 0.2 | b = 6.5 | c = 0

6767) a = 0.2 | b = 6.7 | c = 0

6768) a = 0.2 | b = 6.8 | c = 0

6769) a = 0.2 | b = 6.9 | c = 0

6770) a = 0.2 | b = 7 | c = 0

6771) a = 0.2 | b = 7.2 | c = 0

6772) a = 0.2 | b = 7.3 | c = 0

6773) a = 0.2 | b = 7.4 | c = 0

6774) a = 0.2 | b = 7.5 | c = 0

6775) a = 0.2 | b = 7.7 | c = 0

6776) a = 0.2 | b = 7.8 | c = 0

6777) a = 0.2 | b = 7.9 | c = 0

6778) a = 0.2 | b = 8 | c = 0

6779) a = 0.2 | b = 8.3 | c = 0

6780) a = 0.2 | b = 8.4 | c = 0

6781) a = 0.2 | b = 8.5 | c = 0

6782) a = 0.2 | b = 8.8 | c = 0

6783) a = 0.2 | b = 8.9 | c = 0

6784) a = 0.2 | b = 9 | c = 0

6785) a = 0.3 | b = -9 | c = 0

6786) a = 0.3 | b = -8.7 | c = 0

6787) a = 0.3 | b = -8.1 | c = 0

6788) a = 0.3 | b = -7.8 | c = 0

6789) a = 0.3 | b = -7.5 | c = 0

6790) a = 0.3 | b = -7.2 | c = 0

6791) a = 0.3 | b = -6.6 | c = 0

6792) a = 0.3 | b = -6.3 | c = 0

6793) a = 0.3 | b = -6 | c = 0

6794) a = 0.3 | b = -5.7 | c = 0

6795) a = 0.3 | b = -5.1 | c = 0

6796) a = 0.3 | b = -4.8 | c = 0

6797) a = 0.3 | b = -4.5 | c = 0

6798) a = 0.3 | b = -3.9 | c = 0

6799) a = 0.3 | b = -3.9 | c = 9

6800) a = 0.3 | b = -3.6 | c = 0

6801) a = 0.3 | b = -3.3 | c = 0

6802) a = 0.3 | b = -3 | c = 0

6803) a = 0.3 | b = -3 | c = 4.8

6804) a = 0.3 | b = -3 | c = 7.5

6805) a = 0.3 | b = -2.4 | c = 0

6806) a = 0.3 | b = -2.4 | c = 4.8

6807) a = 0.3 | b = -2.1 | c = -9

6808) a = 0.3 | b = -1.8 | c = -4.8

6809) a = 0.3 | b = -1.8 | c = 0

6810) a = 0.3 | b = -1.8 | c = 2.7

6811) a = 0.3 | b = -1.5 | c = 0

6812) a = 0.3 | b = -1.5 | c = 1.2

6813) a = 0.3 | b = -1.2 | c = -3.6

6814) a = 0.3 | b = -1.2 | c = 0

6815) a = 0.3 | b = -1.2 | c = 1.2

6816) a = 0.3 | b = -0.9 | c = -1.2

6817) a = 0.3 | b = -0.9 | c = 0

6818) a = 0.3 | b = -0.6 | c = -7.2

6819) a = 0.3 | b = -0.6 | c = -4.5

6820) a = 0.3 | b = -0.6 | c = -0.9

6821) a = 0.3 | b = -0.6 | c = 0

6822) a = 0.3 | b = -0.6 | c = 0.3

6823) a = 0.3 | b = -0.3 | c = -9

6824) a = 0.3 | b = -0.3 | c = -3.6

6825) a = 0.3 | b = -0.3 | c = -1.8

6826) a = 0.3 | b = -0.3 | c = 0

6827) a = 0.3 | b = 0 | c = -7.5

6828) a = 0.3 | b = 0 | c = -4.8

6829) a = 0.3 | b = 0 | c = -2.7

6830) a = 0.3 | b = 0 | c = -1.2

6831) a = 0.3 | b = 0 | c = -0.3

6832) a = 0.3 | b = 0 | c = 0

6833) a = 0.3 | b = 0.3 | c = -9

6834) a = 0.3 | b = 0.3 | c = -3.6

6835) a = 0.3 | b = 0.3 | c = -1.8

6836) a = 0.3 | b = 0.3 | c = 0

6837) a = 0.3 | b = 0.6 | c = -7.2

6838) a = 0.3 | b = 0.6 | c = -4.5

6839) a = 0.3 | b = 0.6 | c = -0.9

6840) a = 0.3 | b = 0.6 | c = 0

6841) a = 0.3 | b = 0.6 | c = 0.3

6842) a = 0.3 | b = 0.9 | c = -1.2

6843) a = 0.3 | b = 0.9 | c = 0

6844) a = 0.3 | b = 1.2 | c = -3.6

6845) a = 0.3 | b = 1.2 | c = 0

6846) a = 0.3 | b = 1.2 | c = 1.2

6847) a = 0.3 | b = 1.5 | c = 0

6848) a = 0.3 | b = 1.5 | c = 1.2

6849) a = 0.3 | b = 1.8 | c = -4.8

6850) a = 0.3 | b = 1.8 | c = 0

6851) a = 0.3 | b = 1.8 | c = 2.7

6852) a = 0.3 | b = 2.1 | c = -9

6853) a = 0.3 | b = 2.4 | c = 0

6854) a = 0.3 | b = 2.4 | c = 4.8

6855) a = 0.3 | b = 3 | c = 0

6856) a = 0.3 | b = 3 | c = 4.8

6857) a = 0.3 | b = 3 | c = 7.5

6858) a = 0.3 | b = 3.3 | c = 0

6859) a = 0.3 | b = 3.6 | c = 0

6860) a = 0.3 | b = 3.9 | c = 0

6861) a = 0.3 | b = 3.9 | c = 9

6862) a = 0.3 | b = 4.5 | c = 0

6863) a = 0.3 | b = 4.8 | c = 0

6864) a = 0.3 | b = 5.1 | c = 0

6865) a = 0.3 | b = 5.7 | c = 0

6866) a = 0.3 | b = 6 | c = 0

6867) a = 0.3 | b = 6.3 | c = 0

6868) a = 0.3 | b = 6.6 | c = 0

6869) a = 0.3 | b = 7.2 | c = 0

6870) a = 0.3 | b = 7.5 | c = 0

6871) a = 0.3 | b = 7.8 | c = 0

6872) a = 0.3 | b = 8.1 | c = 0

6873) a = 0.3 | b = 8.7 | c = 0

6874) a = 0.3 | b = 9 | c = 0

6875) a = 0.4 | b = -9 | c = 0

6876) a = 0.4 | b = -8.9 | c = 0

6877) a = 0.4 | b = -8.8 | c = 0

6878) a = 0.4 | b = -8.5 | c = 0

6879) a = 0.4 | b = -8.4 | c = 0

6880) a = 0.4 | b = -8.3 | c = 0

6881) a = 0.4 | b = -8 | c = 0

6882) a = 0.4 | b = -7.9 | c = 0

6883) a = 0.4 | b = -7.8 | c = 0

6884) a = 0.4 | b = -7.7 | c = 0

6885) a = 0.4 | b = -7.7 | c = 9

6886) a = 0.4 | b = -7.5 | c = 0

6887) a = 0.4 | b = -7.4 | c = 0

6888) a = 0.4 | b = -7.3 | c = 0

6889) a = 0.4 | b = -7.3 | c = 8.5

6890) a = 0.4 | b = -7.2 | c = 0

6891) a = 0.4 | b = -7 | c = 0

6892) a = 0.4 | b = -6.9 | c = 0

6893) a = 0.4 | b = -6.9 | c = 8

6894) a = 0.4 | b = -6.8 | c = 0

6895) a = 0.4 | b = -6.7 | c = -9

6896) a = 0.4 | b = -6.7 | c = 0

6897) a = 0.4 | b = -6.5 | c = 0

6898) a = 0.4 | b = -6.5 | c = 7.5

6899) a = 0.4 | b = -6.4 | c = 0

6900) a = 0.4 | b = -6.3 | c = -8.5

6901) a = 0.4 | b = -6.2 | c = 0

6902) a = 0.4 | b = -6 | c = 0

6903) a = 0.4 | b = -5.9 | c = -8

6904) a = 0.4 | b = -5.9 | c = 0

6905) a = 0.4 | b = -5.7 | c = 0

6906) a = 0.4 | b = -5.7 | c = 6.5

6907) a = 0.4 | b = -5.5 | c = -7.5

6908) a = 0.4 | b = -5.5 | c = 0

6909) a = 0.4 | b = -5.4 | c = 0

6910) a = 0.4 | b = -5.2 | c = 0

6911) a = 0.4 | b = -5.2 | c = 8.8

6912) a = 0.4 | b = -5 | c = 0

6913) a = 0.4 | b = -5 | c = 8.4

6914) a = 0.4 | b = -4.9 | c = 0

6915) a = 0.4 | b = -4.7 | c = -6.5

6916) a = 0.4 | b = -4.7 | c = 0

6917) a = 0.4 | b = -4.5 | c = 0

6918) a = 0.4 | b = -4.5 | c = 5

6919) a = 0.4 | b = -4.5 | c = 7.4

6920) a = 0.4 | b = -4.4 | c = 0

6921) a = 0.4 | b = -4.2 | c = 0

6922) a = 0.4 | b = -4.2 | c = 6.8

6923) a = 0.4 | b = -4.2 | c = 8

6924) a = 0.4 | b = -4 | c = 0

6925) a = 0.4 | b = -4 | c = 7.5

6926) a = 0.4 | b = -3.9 | c = 0

6927) a = 0.4 | b = -3.7 | c = 0

6928) a = 0.4 | b = -3.7 | c = 4

6929) a = 0.4 | b = -3.7 | c = 8.4

6930) a = 0.4 | b = -3.6 | c = -8.8

6931) a = 0.4 | b = -3.6 | c = 0

6932) a = 0.4 | b = -3.6 | c = 6.5

6933) a = 0.4 | b = -3.6 | c = 8.1

6934) a = 0.4 | b = -3.5 | c = -5

6935) a = 0.4 | b = -3.5 | c = 0

6936) a = 0.4 | b = -3.5 | c = 5.4

6937) a = 0.4 | b = -3.5 | c = 7.5

6938) a = 0.4 | b = -3.4 | c = -8.4

6939) a = 0.4 | b = -3.4 | c = 0

6940) a = 0.4 | b = -3.2 | c = 0

6941) a = 0.4 | b = -3.2 | c = 6.4

6942) a = 0.4 | b = -3.1 | c = -9

6943) a = 0.4 | b = -3.1 | c = -7.8

6944) a = 0.4 | b = -3.1 | c = 0

6945) a = 0.4 | b = -3 | c = 0

6946) a = 0.4 | b = -3 | c = 5

6947) a = 0.4 | b = -2.9 | c = -7.4

6948) a = 0.4 | b = -2.7 | c = -4

6949) a = 0.4 | b = -2.7 | c = 0

6950) a = 0.4 | b = -2.7 | c = 3.5

6951) a = 0.4 | b = -2.7 | c = 4.4

6952) a = 0.4 | b = -2.6 | c = -6.8

6953) a = 0.4 | b = -2.6 | c = 0

6954) a = 0.4 | b = -2.6 | c = 2.2

6955) a = 0.4 | b = -2.6 | c = 3.6

6956) a = 0.4 | b = -2.5 | c = 0

6957) a = 0.4 | b = -2.5 | c = 2.1

6958) a = 0.4 | b = -2.5 | c = 2.5

6959) a = 0.4 | b = -2.4 | c = -6.4

6960) a = 0.4 | b = -2.2 | c = -8

6961) a = 0.4 | b = -2.2 | c = 0

6962) a = 0.4 | b = -2.1 | c = 0

6963) a = 0.4 | b = -2.1 | c = 1.7

6964) a = 0.4 | b = -2.1 | c = 2

6965) a = 0.4 | b = -2.1 | c = 2.6

6966) a = 0.4 | b = -2 | c = -7.5

6967) a = 0.4 | b = -2 | c = 0

6968) a = 0.4 | b = -2 | c = 2.5

6969) a = 0.4 | b = -1.9 | c = -5.4

6970) a = 0.4 | b = -1.8 | c = -2.2

6971) a = 0.4 | b = -1.8 | c = 0

6972) a = 0.4 | b = -1.7 | c = -2.1

6973) a = 0.4 | b = -1.7 | c = 0

6974) a = 0.4 | b = -1.6 | c = -6.5

6975) a = 0.4 | b = -1.6 | c = 0

6976) a = 0.4 | b = -1.6 | c = 1.6

6977) a = 0.4 | b = -1.5 | c = -2.5

6978) a = 0.4 | b = -1.5 | c = 0

6979) a = 0.4 | b = -1.4 | c = -4.4

6980) a = 0.4 | b = -1.3 | c = -3.5

6981) a = 0.4 | b = -1.3 | c = -1.7

6982) a = 0.4 | b = -1.3 | c = 0

6983) a = 0.4 | b = -1.3 | c = 0.9

6984) a = 0.4 | b = -1.2 | c = -5.5

6985) a = 0.4 | b = -1.2 | c = -1.6

6986) a = 0.4 | b = -1.1 | c = -3.8

6987) a = 0.4 | b = -1.1 | c = -2

6988) a = 0.4 | b = -1.1 | c = 0

6989) a = 0.4 | b = -1 | c = -5

6990) a = 0.4 | b = -1 | c = -3.6

6991) a = 0.4 | b = -1 | c = 0

6992) a = 0.4 | b = -0.9 | c = -5.5

6993) a = 0.4 | b = -0.9 | c = -3.4

6994) a = 0.4 | b = -0.9 | c = 0

6995) a = 0.4 | b = -0.8 | c = 0

6996) a = 0.4 | b = -0.8 | c = 0.4

6997) a = 0.4 | b = -0.7 | c = -3.6

6998) a = 0.4 | b = -0.7 | c = -1.1

6999) a = 0.4 | b = -0.6 | c = -4

7000) a = 0.4 | b = -0.6 | c = -2.8

7001) a = 0.4 | b = -0.6 | c = -0.4

7002) a = 0.4 | b = -0.5 | c = -8.4

7003) a = 0.4 | b = -0.5 | c = -7.5

7004) a = 0.4 | b = -0.5 | c = -4.4

7005) a = 0.4 | b = -0.5 | c = -2.6

7006) a = 0.4 | b = -0.5 | c = -0.9

7007) a = 0.4 | b = -0.5 | c = 0

7008) a = 0.4 | b = -0.4 | c = -8

7009) a = 0.4 | b = -0.4 | c = -6.3

7010) a = 0.4 | b = -0.4 | c = 0

7011) a = 0.4 | b = -0.4 | c = 0.1

7012) a = 0.4 | b = -0.3 | c = -8.5

7013) a = 0.4 | b = -0.3 | c = -1

7014) a = 0.4 | b = -0.3 | c = -0.7

7015) a = 0.4 | b = -0.3 | c = -0.1

7016) a = 0.4 | b = -0.2 | c = -2

7017) a = 0.4 | b = -0.2 | c = 0

7018) a = 0.4 | b = -0.1 | c = -6

7019) a = 0.4 | b = -0.1 | c = -0.5

7020) a = 0.4 | b = -0.1 | c = 0

7021) a = 0.4 | b = 0 | c = -8.1

7022) a = 0.4 | b = 0 | c = -6.4

7023) a = 0.4 | b = 0 | c = -2.5

7024) a = 0.4 | b = 0 | c = -1.6

7025) a = 0.4 | b = 0 | c = -0.4

7026) a = 0.4 | b = 0 | c = -0.1

7027) a = 0.4 | b = 0 | c = 0

7028) a = 0.4 | b = 0.1 | c = -6

7029) a = 0.4 | b = 0.1 | c = -0.5

7030) a = 0.4 | b = 0.1 | c = 0

7031) a = 0.4 | b = 0.2 | c = -2

7032) a = 0.4 | b = 0.2 | c = 0

7033) a = 0.4 | b = 0.3 | c = -8.5

7034) a = 0.4 | b = 0.3 | c = -1

7035) a = 0.4 | b = 0.3 | c = -0.7

7036) a = 0.4 | b = 0.3 | c = -0.1

7037) a = 0.4 | b = 0.4 | c = -8

7038) a = 0.4 | b = 0.4 | c = -6.3

7039) a = 0.4 | b = 0.4 | c = 0

7040) a = 0.4 | b = 0.4 | c = 0.1

7041) a = 0.4 | b = 0.5 | c = -8.4

7042) a = 0.4 | b = 0.5 | c = -7.5

7043) a = 0.4 | b = 0.5 | c = -4.4

7044) a = 0.4 | b = 0.5 | c = -2.6

7045) a = 0.4 | b = 0.5 | c = -0.9

7046) a = 0.4 | b = 0.5 | c = 0

7047) a = 0.4 | b = 0.6 | c = -4

7048) a = 0.4 | b = 0.6 | c = -2.8

7049) a = 0.4 | b = 0.6 | c = -0.4

7050) a = 0.4 | b = 0.7 | c = -3.6

7051) a = 0.4 | b = 0.7 | c = -1.1

7052) a = 0.4 | b = 0.8 | c = 0

7053) a = 0.4 | b = 0.8 | c = 0.4

7054) a = 0.4 | b = 0.9 | c = -5.5

7055) a = 0.4 | b = 0.9 | c = -3.4

7056) a = 0.4 | b = 0.9 | c = 0

7057) a = 0.4 | b = 1 | c = -5

7058) a = 0.4 | b = 1 | c = -3.6

7059) a = 0.4 | b = 1 | c = 0

7060) a = 0.4 | b = 1.1 | c = -3.8

7061) a = 0.4 | b = 1.1 | c = -2

7062) a = 0.4 | b = 1.1 | c = 0

7063) a = 0.4 | b = 1.2 | c = -5.5

7064) a = 0.4 | b = 1.2 | c = -1.6

7065) a = 0.4 | b = 1.3 | c = -3.5

7066) a = 0.4 | b = 1.3 | c = -1.7

7067) a = 0.4 | b = 1.3 | c = 0

7068) a = 0.4 | b = 1.3 | c = 0.9

7069) a = 0.4 | b = 1.4 | c = -4.4

7070) a = 0.4 | b = 1.5 | c = -2.5

7071) a = 0.4 | b = 1.5 | c = 0

7072) a = 0.4 | b = 1.6 | c = -6.5

7073) a = 0.4 | b = 1.6 | c = 0

7074) a = 0.4 | b = 1.6 | c = 1.6

7075) a = 0.4 | b = 1.7 | c = -2.1

7076) a = 0.4 | b = 1.7 | c = 0

7077) a = 0.4 | b = 1.8 | c = -2.2

7078) a = 0.4 | b = 1.8 | c = 0

7079) a = 0.4 | b = 1.9 | c = -5.4

7080) a = 0.4 | b = 2 | c = -7.5

7081) a = 0.4 | b = 2 | c = 0

7082) a = 0.4 | b = 2 | c = 2.5

7083) a = 0.4 | b = 2.1 | c = 0

7084) a = 0.4 | b = 2.1 | c = 1.7

7085) a = 0.4 | b = 2.1 | c = 2

7086) a = 0.4 | b = 2.1 | c = 2.6

7087) a = 0.4 | b = 2.2 | c = -8

7088) a = 0.4 | b = 2.2 | c = 0

7089) a = 0.4 | b = 2.4 | c = -6.4

7090) a = 0.4 | b = 2.5 | c = 0

7091) a = 0.4 | b = 2.5 | c = 2.1

7092) a = 0.4 | b = 2.5 | c = 2.5

7093) a = 0.4 | b = 2.6 | c = -6.8

7094) a = 0.4 | b = 2.6 | c = 0

7095) a = 0.4 | b = 2.6 | c = 2.2

7096) a = 0.4 | b = 2.6 | c = 3.6

7097) a = 0.4 | b = 2.7 | c = -4

7098) a = 0.4 | b = 2.7 | c = 0

7099) a = 0.4 | b = 2.7 | c = 3.5

7100) a = 0.4 | b = 2.7 | c = 4.4

7101) a = 0.4 | b = 2.9 | c = -7.4

7102) a = 0.4 | b = 3 | c = 0

7103) a = 0.4 | b = 3 | c = 5

7104) a = 0.4 | b = 3.1 | c = -9

7105) a = 0.4 | b = 3.1 | c = -7.8

7106) a = 0.4 | b = 3.1 | c = 0

7107) a = 0.4 | b = 3.2 | c = 0

7108) a = 0.4 | b = 3.2 | c = 6.4

7109) a = 0.4 | b = 3.4 | c = -8.4

7110) a = 0.4 | b = 3.4 | c = 0

7111) a = 0.4 | b = 3.5 | c = -5

7112) a = 0.4 | b = 3.5 | c = 0

7113) a = 0.4 | b = 3.5 | c = 5.4

7114) a = 0.4 | b = 3.5 | c = 7.5

7115) a = 0.4 | b = 3.6 | c = -8.8

7116) a = 0.4 | b = 3.6 | c = 0

7117) a = 0.4 | b = 3.6 | c = 6.5

7118) a = 0.4 | b = 3.6 | c = 8.1

7119) a = 0.4 | b = 3.7 | c = 0

7120) a = 0.4 | b = 3.7 | c = 4

7121) a = 0.4 | b = 3.7 | c = 8.4

7122) a = 0.4 | b = 3.9 | c = 0

7123) a = 0.4 | b = 4 | c = 0

7124) a = 0.4 | b = 4 | c = 7.5

7125) a = 0.4 | b = 4.2 | c = 0

7126) a = 0.4 | b = 4.2 | c = 6.8

7127) a = 0.4 | b = 4.2 | c = 8

7128) a = 0.4 | b = 4.4 | c = 0

7129) a = 0.4 | b = 4.5 | c = 0

7130) a = 0.4 | b = 4.5 | c = 5

7131) a = 0.4 | b = 4.5 | c = 7.4

7132) a = 0.4 | b = 4.7 | c = -6.5

7133) a = 0.4 | b = 4.7 | c = 0

7134) a = 0.4 | b = 4.9 | c = 0

7135) a = 0.4 | b = 5 | c = 0

7136) a = 0.4 | b = 5 | c = 8.4

7137) a = 0.4 | b = 5.2 | c = 0

7138) a = 0.4 | b = 5.2 | c = 8.8

7139) a = 0.4 | b = 5.4 | c = 0

7140) a = 0.4 | b = 5.5 | c = -7.5

7141) a = 0.4 | b = 5.5 | c = 0

7142) a = 0.4 | b = 5.7 | c = 0

7143) a = 0.4 | b = 5.7 | c = 6.5

7144) a = 0.4 | b = 5.9 | c = -8

7145) a = 0.4 | b = 5.9 | c = 0

7146) a = 0.4 | b = 6 | c = 0

7147) a = 0.4 | b = 6.2 | c = 0

7148) a = 0.4 | b = 6.3 | c = -8.5

